,research,materials,engineering,science,chemical,quantum,ieee,degrees,fusion,optics,phys,award,matter,laser,journal,sciences,syllabushist,energy,laboratory,school
PHYURtest68.csv,-0.5976648230151924,-0.0,-0.47505872276226624,-0.0,-0.0,0.9584962121968968,-0.0,0.832067132461209,-0.0,9.898036301348938,-0.0,-0.0,4.271334550401653,0.0002317471917298353,-0.0,0.43840705279397546,-0.0,0.027836859717077736,-0.0,0.3222935377195075
PHYURtest69.csv,3.5259646030492995,0.4595593200339725,-0.10897989419819713,-0.0,5.021674759303207,-0.0,-0.0,-0.0,-0.0,1.0124623493310982,-0.0,-0.0,4.5852798916797415,0.0017839716068687517,-0.0,0.4764827782905968,-0.0,0.03127874786090638,-0.0,0.6787194222183136
PHYURtest70.csv,1.6847537542998736,-0.0,6.637099107655125,-0.12249795413311113,-0.0,-0.0,-0.0,-0.0,0.9086354452542493,-0.0,-0.0,-0.0,0.5303283773616079,1.9005642466141366,-0.0,0.3795692715785768,-0.0,0.025707394798716462,4.2142302842298385,0.28314089409686816
PHYURtest71.csv,39.513530059079585,-0.0,-0.2953044900907962,-0.0,-0.0,0.6106681963317426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.7319727922774697,0.004419424228972953,-0.0,0.29129559010681266,-0.0,0.020313189183795786,0.5980075732650331,0.21855052093567523
PHYURtest72.csv,-0.0,-0.0,-1.5565179795964437,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.00896063632813,0.026104060765191627,-0.0,1.4505963771022201,-0.0,0.10395990444240563,-0.0,1.0943976250370118
PHYURtest73.csv,-0.0,-0.0,-1.4362476227620427,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.0208152086954723,0.03052073790266907,-0.0,1.4698269837162221,-0.0,0.10826095408927339,-0.0,1.1148625837621313
PHYURtest74.csv,-0.33483432409969216,-0.0,1.3274671016174906,-0.0,1.987408877058652,0.5910618452647318,-0.0,-0.0,-0.0,-0.0,-0.0,0.5589810522848514,2.647851287679817,0.00684918737620693,-0.0,0.2919590097282815,-0.0,0.02206972863502856,0.5789063198567699,0.22259933810067653
PHYURtest75.csv,38.84237754030271,-0.0,-0.014732662585169566,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.4634070531198135,0.3328037945214469,0.0063509885649596755,-0.0,2.068463431036834,-0.0,3.9456253140265805,6.181293651291627,0.18689397842114858
PHYURtest76.csv,15.491628538157881,5.770027718039972,4.324238792939178,-0.07388974253259989,-0.0,27.10102484486437,-0.0,0.44841071300314633,-0.0,0.3335304984102025,1.9770868851208987,-0.0,6.023113093154511,1.232081691083948,-0.0,16.055868398740042,-0.0,0.023511374126841903,2.7331122409297377,0.2038538688884874
PHYURtest77.csv,-0.06723357855545908,-0.0,0.007458093038988844,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6844297702428211,6.807473210048851,-0.0,0.5200970428527976,-0.0,0.0454149992251196,4.352345585204148,0.3890011099992491
PHYURtest78.csv,4.594063043425284,-0.0,-0.2566590177286233,-0.074823523589495,-0.0,51.406841954092194,-0.0,-0.0,-0.0,12.126089990257208,-0.0,-0.0,0.3958372426328465,9.437771956815887,-0.0,0.30273258187057667,-0.0,0.026884165763661864,-0.0,0.22755793390587672
PHYURtest79.csv,8.287878951713981,-0.0,-0.26108007167460917,1.7058376180367858,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.5463726960490104,0.4064466298508586,1.3786938001270361,-0.0,15.423096849885322,-0.0,0.028224530884805952,7.299077144381692,0.23627956636539899
PHYURtest80.csv,-0.3210126426723272,-0.0,0.018935093111771713,-0.07657426799902606,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6632134872894196,8.008167919068477,0.02384705961382007,-0.0,0.3890781049754678,-0.0,0.03500080491225002,-0.0,0.2899364402051535
PHYURtest81.csv,1.0036897765809145,-0.0,8.34248480324095,1.3107417151203185,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3152001366258682,0.015621013060027668,0.3928462789468098,12.56153652060202,-0.0,0.022629572252145787,-0.0,0.1855675760581308
PHYURtest82.csv,1.1295082338505418,-0.0,-0.21462548538407367,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3529026191317005,0.01806021229212726,-0.0,0.2860656840046295,-0.0,3.9242375836813332,-0.0,0.20993450828457966
PHYURtest83.csv,20.798354148488997,-0.0,-0.3068063316862009,21.96769168198403,-0.0,-0.0,-0.0,-0.0,0.7688772355663231,-0.0,-0.0,0.6682042057400244,0.5091045584333067,1.6804605764299188,-0.0,0.6559688099337642,-0.0,11.785905985758362,8.824441864054723,0.3059357572987814
PHYURtest84.csv,-0.22376927554766216,-0.0,0.08411160093067264,-0.07973923406631545,-0.0,25.419679370161045,-0.0,-0.0,-0.0,21.659683684214116,-0.0,-0.0,0.8058463026882303,0.0466298973238057,-0.0,0.6610462611713839,-0.0,0.07156715562593106,1.1373954507645707,0.48904092301458246
PHYURtest85.csv,-0.1767734079320236,-0.0,-0.19403424354752782,8.406529793875558,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.0322070470709637,1.0796859447963538,-0.0,5.075172262022631,-0.0,0.029672057020619036,0.46449611862312096,0.2017213498428308
PHYURtest86.csv,-0.0,-0.0,-1.3366639693457167,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.1736499564095064,-0.0,-0.0,2.304375429656473,0.14819789689954693,-0.0,1.9280812492688064,-0.0,0.20914857157540906,-0.0,1.4154357052774633
PHYURtest87.csv,-0.3854408089909009,-0.0,-0.43011623924299847,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.746887913658278,0.04917201501858611,-0.0,0.6276313565599022,-0.0,0.06880432271919514,-0.0,0.462834888968945
PHYURtest88.csv,-0.18559895177102662,-0.0,-0.21126258507474227,-0.0,-0.0,0.49249480385168865,-0.0,-0.0,-0.0,-0.0,4.458725236145097,2.4958858323396442,15.179645151803104,0.02489137529477687,-0.0,0.31233963030663114,-0.0,0.03454708910100916,11.382648256652113,0.23133995210598385
PHYURtest89.csv,-0.14510132432017592,30.01166293316301,26.356175414626186,16.650470924018247,-0.0,4.585867442769344,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.073901176807161,0.046066897860742036,-0.0,0.5688327804625235,-0.0,0.06344308552081182,0.9386445390017162,0.4231135574025473
PHYURtest90.csv,30.192585133978955,-0.0,0.0732795842653841,5.943974761083288,-0.0,-0.0,3.3541737059137313,-0.0,-0.0,6.3460939297057575,-0.0,46.28843730576434,0.49131233682304765,0.03380023915759384,-0.0,0.4108573376850681,-0.0,0.04620653519656265,-0.0,0.3068752329697102
PHYURtest91.csv,8.386606106856574,-0.0,0.06136038147756151,-0.006051314668199194,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.434246959514155,4.980822176710055,0.026157910621811966,-0.0,1.4600530858939844,-0.0,0.035507514529321195,-0.0,5.22779198689339
CSURtest92.csv,-0.0,-0.0,0.16246966728402748,3.61847766689007,-0.0,-0.0,-0.0,7.554273576846914,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.6535996123153585,-0.0,-0.0,-0.0,1.4197803831671734
CSURtest93.csv,4.813743015309937,-0.0,0.07710374787300622,14.822840884176594,-0.0,-0.0,4.584864217083336,3.3005541129745697,-0.0,-0.0,-0.0,1.8114420167669614,-0.0,-0.0,-0.0,0.7253952322785954,-0.0,-0.0,-0.0,0.6237387564951501
