,history,physics,engineering,computer,publication,science,research,view,details,professor,faculty,award,pdf,quantum,studies,book,press,systems,hashimoto,tatsunori
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test16.csv,256.1241657806034,-0.0,-0.0,-0.0,-0.0,8.489178418697303,3.0782320225668816,-0.0,-0.0,-0.02781679707602653,-0.10015762736256387,0.12421128224558138,-0.0,-0.0,2.089080758936146,6.20195211363759,36.54808899027004,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test17.csv,166.18437793118835,-0.0,-0.0,-0.0,-0.0,-0.4230823187461105,4.168911776472439,-0.0,-0.0,-0.04038779852575564,1.6006538707356857,0.18148829078132941,-0.0,-0.0,7.515626415239936,-0.020596113662693552,3.877331726099603,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test18.csv,317.24447980310924,-0.0,-0.0,-0.0,-0.023049035016120295,-0.23977241901211374,2.379061627181832,-0.0,-0.0,-0.022957904098476863,-0.08008256987552183,3.488059969858181,-0.0,-0.0,0.1944998373507363,1.8322594083820303,22.0544942137495,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test19.csv,289.30447159834165,-0.0,-0.0,-0.0,-0.0,0.6732437375752494,2.5958715975273545,0.38862534980547403,-0.0,-0.02494842510929191,-0.08607909602190891,1.3484582668326437,-0.0,-0.0,27.90703200109985,-0.0,16.512093124892367,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test2.csv,46.75698280884773,-0.0,0.19196619071780885,0.17640620479578858,-0.0,1.5918712121288892,40.33297942843319,-0.0,-0.0,4.591638899939954,63.32173191671437,0.27391287231293776,-0.0,-0.0,31.640735248791074,-0.0,5.291767702322949,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test20.csv,210.4582051983285,-0.0,-0.0,-0.0,-0.0,10.154026538552614,3.729737569793203,-0.0,-0.0,-0.03286000094808229,-0.10908968718606607,9.908841867705213,-0.0,-0.0,0.29093000883853243,6.386621779930033,21.926685862852437,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test21.csv,34.1215130715871,-0.0,-0.0,-0.0,-0.0,-0.6841915489587505,1.682036585598767,-0.0,-0.0,-0.06708477769244177,-0.2201401075897967,3.678577038249292,-0.0,-0.0,97.8598180058377,79.84570994708506,15.557016580218136,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test22.csv,119.60549509160703,-0.0,-0.0,-0.0,-0.0,2.2180917617523863,1.0920680452889695,-0.0,-0.0,-0.05250746169523591,-0.17027570764821628,0.25684109342094935,-0.0,-0.0,17.707410704754324,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test23.csv,177.66482568667735,-0.0,-0.0,-0.0,-0.0,-0.3834734737885871,4.35286893623053,-0.0,-0.0,-0.03799622146824808,-0.1217539503309031,2.0915182193434303,-0.0,-0.0,0.34315117571991666,-0.0,3.741941563678024,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test24.csv,144.72404761765412,-0.0,-0.0,-0.0,-0.0,-0.4534308770815373,5.937812563088966,-0.0,-0.0,-0.04506952212627901,-0.1426887393016189,0.2243944048421082,-0.0,-0.0,0.40857594000472885,10.183044268519259,0.9526849684630485,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test25.csv,147.78316108355585,-0.0,-0.0,-0.0,-0.0,-0.4443531303661878,5.857600145951787,-0.0,-0.0,-0.044307729831153136,-0.13857214275514973,0.2218605589570386,-0.0,-0.0,0.40318165529768973,4.186179129060879,0.938950859255993,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test26.csv,-0.0,60.57919042722565,1.1180380864859176,-0.0,-0.0,0.26081111075329677,30.168908114366815,-0.0,-0.0,-0.016173384823707355,23.78949932036795,0.18884908659767857,-0.0,-0.0,-0.0,-0.0,-0.0,0.29585086189493204,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test27.csv,-0.0,95.53119750289365,-0.0,-0.0,-0.0,0.2629277047295575,46.966117665643864,-0.0,-0.0,-0.016169609725501622,18.056742581884595,8.899155494597952,-0.0,0.2772292625939503,-0.01000210056084531,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test28.csv,-0.0,50.65782117527685,-0.0,-0.0,-0.0,0.2650441099895952,24.150686863075997,-0.0,-0.0,1.385268862427383,18.088551319064635,-0.0,-0.0,28.663884812720156,-0.0,-0.0,-0.0,22.5092509784961,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test29.csv,-0.0,71.85649364194555,-0.0,-0.0,-0.0,0.2671603265502364,17.969786365327327,-0.0,-0.0,-0.016055815504772964,18.120348002914934,-0.0,-0.0,1.4680398532448362,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test3.csv,247.84216628303653,-0.0,-0.0,-0.0,-0.0,4.0120748036099405,3.18471617561241,-0.0,-0.0,-0.02826305762773595,-0.05871785444816406,8.666898281802169,-0.0,-0.0,1.8637184655328813,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test30.csv,-0.0,123.17064013924602,-0.0,-0.0,-0.0,0.2728416911375214,13.02753748700832,-0.0,-0.0,1.388914890521551,24.387077694672865,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test31.csv,-0.0,83.17259414257873,-0.0,-0.0,-0.0,3.904657784837408,38.931616642970056,-0.011421396344982895,-0.0,-0.015938215240328582,18.192174941966414,0.19505104723308725,-0.0,0.2841773484144861,1.3597070522374282,-0.0,-0.0,3.9952039018668595,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test32.csv,-0.0,60.405558834561205,-0.0,-0.0,-0.0,1.640676137047186,24.337117457078428,-0.0,-0.0,0.4521022547350878,18.22393235957082,-0.0,-0.0,-0.0,1.4705259514316444,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test33.csv,-0.0,51.059953859416304,2.4565434538296715,-0.0,-0.0,1.5268024460653549,23.935669020815624,-0.0,-0.0,-0.015861820304782195,18.25567774329209,5.553867256275724,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test34.csv,-0.0,83.46942168842935,0.9357391135682541,-0.0,-0.0,0.28600666199911423,13.158360442316983,-0.0,-0.0,1.3948102990229845,24.53657398731,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test35.csv,-0.0,94.63587275095878,-0.0,-0.0,-0.0,0.2881210095316468,31.122852763480758,-0.0,-0.0,-0.015748062674064665,18.322448394398343,-0.0,-0.0,4.102463440284848,-0.0,-0.0,-0.0,0.3038306946222208,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test36.csv,-0.0,139.42004634148168,-0.0,-0.0,-0.0,0.29023516854825004,18.631955292610495,-0.0,-0.0,3.474545660287362,24.613134829508617,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test37.csv,-0.0,61.54828011418653,-0.0,0.018126907779208504,-0.0,0.2923491390657323,39.25197107110723,-0.0,-0.0,-0.015586306503789286,18.38916473269925,-0.0,-0.0,54.584971822999364,-0.00970001030595316,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test38.csv,-0.0,162.94872547413277,-0.0,-0.0,-0.0,0.2944629211009004,38.74936316549786,-0.0,-0.0,-0.015582533586587644,18.420847504683827,-0.0,-0.0,-0.0,0.2805195999974615,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test39.csv,-0.0,113.4716857034025,-0.0,-0.0,-0.0,1.548686986632712,24.197867192246054,-0.0,-0.0,-0.01557876068340244,18.452518271070833,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test4.csv,265.9010634143863,-0.0,-0.0,-0.0,-0.0,80.43646172664202,12.052932877803851,-0.0,-0.0,-0.02576667443811133,0.01484046013781283,0.14714379892394755,-0.0,-0.0,5.108595716642863,-0.0,26.656637068784125,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test40.csv,-0.0,96.06917781451473,-0.0,-0.0,-0.0,0.30727707872438725,24.266854642898018,-0.0,-0.0,-0.015571177056824035,18.489097521267425,-0.0,-0.0,1.601309126156702,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test41.csv,-0.0,71.47685969840084,-0.0,-0.0,-0.0,0.30938952977949064,24.309532638287138,-0.0,-0.0,-0.015567404195828497,18.52074242557918,-0.0,-0.0,37.6118185139922,-0.0,-0.0,-0.0,0.3574139788802981,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test42.csv,-0.0,51.79375452668615,-0.0,-0.0,-0.0,0.31150179248775545,18.500960599020587,-0.0,-0.0,-0.015563631348849192,18.552375338642623,-0.0,-0.0,10.011464183237004,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test43.csv,-0.0,122.76492103268174,-0.0,-0.0,-0.0,6.719318765758114,24.391198825016822,-0.0,-0.0,-0.015559858515886062,18.583996265001606,0.19895721761315524,-0.0,11.505370011151834,-0.0,-0.0,-0.0,0.30552132806885257,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test44.csv,-0.0,122.89163339481993,-0.0,-0.0,-0.0,1.5841726497870525,31.59555413200205,-0.0,-0.0,-0.015556085696939063,18.61560520919827,0.19967501252564218,-0.0,3.8139741496643813,3.419529134121449,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test45.csv,-0.0,95.72962574264,-0.0,-0.0,-0.0,1.5893134913094213,48.09280649305008,-0.0,-0.0,-0.015552312892008138,18.647202175773035,1.1959173860527381,-0.0,-0.0,-0.0,-0.0,-0.0,3.657357256837445,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test46.csv,-0.0,97.61374137215702,-0.0,-0.0,-0.0,0.32548174864767854,31.705544812204806,-0.0,-0.0,15.551278732606116,18.678787169264595,-0.0,-0.0,35.033127483695296,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test47.csv,-0.0,95.07001618473947,-0.0,-0.0,2.8057969195591244,0.32759257656835716,87.9840644247902,-0.0,-0.0,0.1969955082102913,18.710360194209926,5.577938497619377,-0.0,19.285735056307306,0.23821561769509986,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test48.csv,-0.0,109.77230259725116,-0.0,0.05062679317940523,-0.0,6.529401897527357,31.31502832971871,-0.0,-0.0,-0.015209538675422544,18.74192125514429,2.998623488053413,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test49.csv,-0.0,52.36869705867366,-0.0,-0.0,-0.0,4.809596950263404,58.92876097050111,-0.0,-0.0,-0.015205767157918609,18.77347035660123,0.20643778600126234,-0.0,1.4303888767701067,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test5.csv,114.95985267553209,-0.0,-0.0,-0.0,-0.0,-0.4098781716046657,-0.25893106349720635,-0.0,-0.0,-0.05098356365736035,0.1672197604007202,0.3213812465458495,-0.0,-0.0,9.364298654808499,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test50.csv,-0.0,52.44298738514917,-0.0,-0.0,-0.0,1.740501264473167,25.194224630939146,-0.0,-0.0,-0.015198091235923441,18.809870246666787,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test51.csv,-0.0,125.75535918786488,-0.0,-0.0,-0.0,0.3441766467805832,31.482203964041474,-0.0,0.28093961892193153,-0.015194319760946897,18.841393600116323,0.2077105888809343,-0.0,0.3722228271600567,-0.0,-0.0,-0.0,0.25967017516389806,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test52.csv,-0.0,123.86774230079158,-0.0,-0.0,-0.0,0.346285807857927,18.9239196443048,-0.0,-0.0,0.4669801090510813,25.208169943685974,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test53.csv,-0.0,209.36871826499402,0.02723226260087203,-0.0,-0.0,3.708202214560936,39.078472103357875,-0.0,-0.0,1.208637320577305,18.9076878162801,1.211987702899552,-0.0,-0.0,-0.0,-0.0,-0.0,4.20309275575884,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test54.csv,-0.0,112.35141469999613,-0.0,-0.0,-0.0,0.3527004936326262,31.63080847174505,-0.0,-0.0,-0.015014737562958454,18.939174103579727,1.2147742023323393,-0.0,0.3730379630834702,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test55.csv,-0.0,73.5638928915345,-0.0,-0.0,-0.0,0.35480889472095,24.964025583932553,-0.0,-0.0,-0.015010966769143347,18.970648459736005,-0.0,-0.0,21.78532837305446,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test56.csv,-0.0,165.47248131945764,-0.0,-0.0,-0.0,0.3569171078235314,58.03399242663427,-0.0,-0.0,-0.015007195989336796,19.00211088927002,5.831546300720778,-0.0,0.3784902084562642,0.45529071844177926,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test57.csv,-0.0,62.59409858103394,-0.0,-0.0,-0.0,0.3590251329571316,25.5141422123692,-0.0,-0.0,-0.015003425223538733,19.033561396701142,-0.0,-0.0,-0.0,3.436287551594263,-0.0,-0.0,0.3118502828023842,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test58.csv,-0.0,101.61586686577408,-0.0,-0.0,-0.0,0.36113297013850976,48.31452168462944,1.422176715338535,-0.0,-0.014999654471749127,19.06499998654703,3.0270222302416743,-0.0,0.37930499512855226,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test59.csv,-0.0,142.4099327222602,-0.0,-0.0,-0.0,0.36324061938442403,19.60709761502021,-0.0,-0.0,1.4215373405553111,25.46456243024242,-0.0,-0.0,-0.0,0.29136914544731435,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test6.csv,132.01853426403844,-0.0,-0.0,-0.0,-0.0,-0.3289127933206285,2.2102428533815326,-0.0,-0.0,-0.0447487662945878,0.27482656824634444,2.835800961367777,-0.0,-0.0,8.439822308467656,-0.0,47.42067519624487,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test60.csv,-0.0,85.29146116990917,-0.0,-0.0,-0.0,3.9268849140674345,68.3677221523107,-0.0,-0.0,-0.014882118079175399,19.135934284013857,3.0365614995205616,-0.0,0.32638085471398387,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test61.csv,-0.0,84.56159255694878,-0.0,-0.0,-0.0,0.37082270593769684,48.52797734504088,-0.0,-0.0,-0.014878347778043512,19.167334081556863,3.0426409875062816,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test62.csv,-0.0,85.49335842583714,0.027958988961583525,0.05145985010865763,-0.0,0.37292949124354446,25.310618668713637,-0.0,-0.0,-0.014874577490918346,19.198721980730202,0.22110799646019938,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test63.csv,-0.0,88.11420866847627,0.9417732731927823,0.05229286061563954,0.14217229211706817,7.131567768579902,68.60509811510155,-0.0,-0.0,-0.014870807217799847,19.230097986042544,-0.0,-0.0,6.303334239149076,0.29394748442074925,-0.0,-0.0,0.3126687829983808,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test64.csv,-1.0414108952570693,0.27258561641964507,24.945630232448902,52.94478691750621,-0.0,48.558003892938814,36.53221833734635,-0.0,-0.0,-0.03316492860015008,1.4671155520622652,49.75398548649934,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test65.csv,-1.0403131915141108,-0.0,24.983258097391566,72.132774480119,0.7356279381795163,67.01855358787118,13.044255320963961,-0.0,-0.0,-0.033156366412552915,1.4712199090667448,34.17478123001638,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test66.csv,-1.039215587838621,-0.0,14.329447716762461,13.240919855400474,-0.0,11.034930862273555,1.0844028301847384,-0.0,-0.0,-0.03314780429591349,1.4753234837447111,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test67.csv,-1.0381180842214777,-0.0,25.053532000803077,23.613733532132372,-0.0,20.679190199738972,1.2505791151589483,-0.0,-0.0,-0.03313924225023123,1.479426276245282,0.9790304171688049,-0.0,-0.0,-0.0,-0.0,-0.0,1.549180503981821,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test68.csv,-1.0370206806535591,-0.0,38.730233057903845,23.649994906926942,-0.0,20.71403333322164,1.2559118927682655,-0.0,-0.0,-0.03313068027550554,1.4835282867175472,4.895265638549086,-0.0,-0.0,-0.0,-0.0,-0.0,1.0864266315015012,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test69.csv,-1.035923377125745,-0.0,25.13154498731332,53.212990437018,-0.0,20.748854521184075,13.107128215997669,-0.0,-0.0,-0.03312211837173583,1.4876295153105685,0.9862094292434329,-0.0,-0.0,-0.0,-0.0,-0.0,1.088949664672676,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test7.csv,101.66122442535004,-0.0,-0.0,-0.0,-0.0,-0.16703074538481008,16.484916265730163,-0.0,-0.0,-0.028586312480865836,0.22006456883901432,0.22084308998086571,-0.0,-0.0,2.2874071095785817,2.7373680945409586,7.292986918372568,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test70.csv,-1.0278670755290276,-0.0,14.444704543548339,13.352278680897134,-0.0,11.143075834892853,1.2839558582122441,-0.0,-0.0,-0.03310503229586646,1.4941659301752739,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test71.csv,-1.02677060645049,-0.0,14.470055376539875,23.757879432327943,-0.0,11.165598348289965,1.2892814441079103,-0.0,-0.0,-0.03309647060465025,1.4982651311399697,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test72.csv,-0.34205931181731775,-0.0,57.53403288213954,54.35890797889342,-0.0,118.94658246593397,79.18814932203352,-0.0,-0.0,5.104650408819513,1.502363550760938,127.79299131831296,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test73.csv,-1.0229993939374293,-0.0,14.527484498576763,23.83440284235656,-0.0,20.882482733669004,1.3077090608357402,-0.0,-0.0,-0.03281529408382595,6.361788856587596,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test74.csv,-1.0219033686002734,-0.0,25.30801778325138,23.87051974500896,-0.0,20.91719782584278,1.3130295286097466,-0.0,-0.0,-0.0328067347937684,6.036906514187118,141.91370777186717,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test75.csv,-1.0208074431775809,-0.0,25.345402386698556,13.491210829891479,-0.0,11.265619166418713,1.318348849978286,-0.0,-0.0,-0.032798175574644595,1.5199184182862118,-0.0,-0.0,-0.0,-0.019306473713944027,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test76.csv,-1.0197116176602439,-0.0,14.610926420956577,13.515227836665353,-0.0,11.288082777447071,1.1596345830431205,-0.0,-0.0,-0.03278961642645393,1.5240127106003634,1.0024820534377439,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test77.csv,-1.018615892039156,-0.0,25.415244242453944,53.624330474434906,-0.0,33.64308522134618,1.164573912559504,-0.0,-0.0,-0.03278105734919582,1.5281062225064197,1.1468247710760748,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test78.csv,-1.0175202663052088,0.2752300519599335,40.87741030333165,24.008987898241898,-0.0,33.690103851193804,1.5074170876294763,-0.0,-0.0,-0.03277249834286969,1.7074135850537517,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test79.csv,-1.0164247404492979,-0.0,25.49291562446538,37.424048419192644,-0.0,21.086747568504254,5.85044262415183,-0.0,-0.0,-0.03276393940747494,6.078252289670883,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.091472321477707,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test8.csv,189.60111104580253,-0.0,-0.0,-0.0,-0.0,2.0930247955620254,-0.061289372352677125,-0.0,-0.0,-0.03275538054301099,0.2839542109867782,5.889190762358643,-0.0,-0.0,0.4550080100524611,0.5835943009142406,3.6051655262797992,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test80.csv,-1.0124669689922088,-0.0,14.725581922214213,24.083994860691323,-0.0,21.13891087300039,1.347881466292656,-0.0,-0.0,-0.03274682174947724,1.5455282991055528,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test81.csv,-1.0113719037985427,-0.0,26.249209642872753,75.42577806212807,-0.0,69.09817632151868,38.68875242702826,-0.0,-0.0,1.0646917530371984,6.101728520533013,21.6432402334893,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test82.csv,-1.0102769384318129,-0.0,26.98323569765262,6.145284202986599,-0.0,4.648611612457361,14.367981039190306,-0.0,-0.0,-0.07059469788060534,1.5562696271776553,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test83.csv,-1.00918207288292,-0.0,25.637608194254188,24.18308035691281,-0.0,21.23471819975913,1.3770983128919856,-0.0,-0.0,-0.03255589265788065,1.5603569906319417,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test84.csv,-1.0080873071427634,-0.0,41.154492811247195,24.21896898048369,-0.0,33.96276485294353,79.66090749717927,-0.0,-0.0,1.216958442818801,1.5644435749988341,11.856775599904338,-0.0,-0.0,-0.0,-0.0,-0.0,38.03887477661681,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test85.csv,-1.0069926412022452,-0.0,39.492724795947986,24.2548341077817,-0.0,21.307025156880393,1.228613541577916,-0.0,-0.0,-0.032383386753567604,1.568529380426834,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test86.csv,-1.0058980750522672,-0.0,14.900359409302178,13.787765613278728,-0.0,5.653966215326527,1.4005271818099665,-0.0,-0.0,-0.03237483104287235,1.5726144070644137,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test87.csv,-1.004803608683733,-0.0,75.96505547497232,73.44420443967685,-0.0,89.8227107547524,1.4058276499888485,-0.0,-0.0,-0.03236627540308117,6.1500032487701795,172.5575710507027,-0.0,-0.0,-0.0,-0.0,-0.0,1.1023424402537856,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test88.csv,-1.0037092420875457,-0.0,39.62944553063429,24.36057675667453,-0.0,21.40163704952912,37.24646502745536,-0.0,-0.0,-0.03235771983419347,1.5833413706988742,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test89.csv,-1.0026149752546107,-0.0,41.393761951848255,14.377271113688321,-0.0,4.766281400519732,1.4242175890801123,-0.0,-0.0,-0.05564855491676123,1.5874235740409415,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.141852895293433,-0.0,-0.0
