,history,physics,engineering,computer,publication,science,research,view,details,professor,faculty,award,pdf,quantum,studies,book,press,systems,hashimoto,tatsunori
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test35.csv,-0.0,12.476256865963554,-0.0,-0.0,-0.0,-0.0,6.0851160057299145,-0.0,-0.0,0.2825428290246531,-1.387516729705835,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test36.csv,-0.0,44.226486440356844,-0.0,-0.0,-0.0,-1.127060930094678,19.95812625315253,-0.0,0.0904245128019509,0.7551377971858068,-0.34699746204048065,0.8873351276971659,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test37.csv,-0.0,35.41065358790304,-0.3896348530593157,-0.0,-0.0,-1.6594164457684104,-2.2252763000119336,-0.0,-0.0,0.22338892564445584,-0.45879346495191764,14.80232671965244,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test38.csv,-0.0,28.011453384719267,-0.0,-0.0,-0.0,-0.0,-1.4578850424754686,-0.0,0.09150480915704746,11.811006890506176,-0.34678278362866105,6.575990041606121,-0.0,0.20447793873097506,-0.0,-0.0,-0.0,1.4480616308745216,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test39.csv,-0.0,60.52343361176271,-0.0,-0.0,-0.0,-0.0,-1.581160186489128,-0.0,-0.0,16.801869681082522,-0.3267539308461781,-0.0,-0.0,-0.0,1.0632861901853614,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test4.csv,-23.80928160214033,-0.0,-2.398084353709623,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.864153943456248,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test40.csv,-0.0,9.571925491594648,7.651134257639448,2.0451334221484307,-0.0,-2.424772398372075,-3.8180811486213435,-0.0,-0.0,-0.722148131164803,-0.7894185854290529,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test41.csv,-0.0,30.62032855845986,-0.41065098728791205,-0.0,-0.0,-1.6619724706856824,-2.3214149374591035,-0.0,-0.0,0.8105848834099855,-0.49840090219210215,-0.0,-0.0,6.04496384492887,-0.0,-0.0,0.2338721624322033,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test42.csv,-0.0,41.66864297501945,-0.0,-0.0,-0.0,-1.3914908808819495,-0.0,-0.0,0.11164654120650802,40.36492505479276,-0.4176426437249037,1.0906606660959957,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test43.csv,-0.0,0.7168689036366374,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0450567474283696,-1.0515127384975422,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test44.csv,-0.0,49.76500650637723,-0.0,-0.0,-0.0,11.058147248072197,-1.5405022111551894,-0.0,-0.0,3.7428762791710364,-0.039964867062613055,7.118314052510449,-0.0,19.655804164929776,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test45.csv,-0.0,111.81305594501023,-0.0,-0.0,-0.0,-0.6821009186701088,0.29747608062746295,-0.0,-0.0,20.69405100486644,-0.20522399845675596,-0.08321970347752009,-0.0,-0.0,1.8306170720148502,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test46.csv,-0.0,1.5364722972082103,-0.0,-0.0,-0.0,-0.0,-3.2363672094549503,-0.0,-0.0,5.3126558388600085,-0.5243117415453377,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test47.csv,-0.0,30.911316882295555,-0.0,-0.0,-0.0,-0.0,-2.755509825304416,-0.0,-0.0,0.3169655521521982,-0.5285107431938026,-0.0,-0.0,0.3038541723289984,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test48.csv,-0.0,34.9590983532071,-0.0,-0.0,-0.0,-1.476440600103565,-1.8693552749542028,-0.0,0.12590618075202023,16.09013775825134,-1.0512567658196619,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test49.csv,-0.0,36.00679231226716,-0.0,-0.0,-0.0,-0.0,9.662677166994596,-0.0,-0.0,0.8050632986750714,-0.45505728551404995,-0.18376626727223935,-0.0,-0.0,-0.0,0.14748259753161608,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test5.csv,17.252640159035757,-0.0,-0.46775929645506803,-0.0,-0.37506408191129337,-1.8398631842750817,-1.8681676842392774,-0.0,-0.0,-0.5304463849569692,-0.0,-0.0,-0.0,-0.0,-0.04604420813556284,-0.0,2.0180026900145394,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test50.csv,-0.0,17.421097999585765,-0.3616671378920261,-0.0,-0.0,-0.699400677751818,-1.2837203636213483,-0.0,0.057973182341882916,7.3446590160933845,-0.21048178222418937,-0.0,-0.0,-0.0,-0.05921910904995353,-0.0,0.6212143282468638,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test51.csv,-0.0,-2.4990209185470613,-0.0,-0.0,-0.448075920086124,-0.0,-5.047842307633142,-0.0,-0.0,1.5045428207138085,-0.8293077004463555,-0.22395550001407435,-0.0,-0.0,-0.0641246593688097,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test52.csv,-0.0,36.18274676392777,-0.0,-0.36397002355053554,-0.0,-1.439386469472395,-2.7602940684921062,-0.0,-0.0,3.1215403742442382,-0.45461448468879967,-0.0,-0.0,-0.0,-0.0,0.14889957797050532,-0.0,5.25152173319221,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test53.csv,-0.0,5.381174187643759,-0.0,-0.0,-0.0,-0.0,-3.282855406087486,-0.0,-0.0,0.39408186689414737,-0.5418674382472484,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.297436643083162,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test54.csv,-0.0,17.28244654240475,-0.0,-0.0,-0.0,-2.1726288302667793,-3.9596588599518983,-0.0,-0.0,1.6496317500668658,-0.6550650213748777,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test55.csv,-0.0,2.3550463505184944,-0.0,-0.0,-0.0,-0.0,-3.265912523226824,-0.0,-0.0,0.5131889485149246,-0.6867822050297789,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test56.csv,-0.0,29.378348570073385,-0.0,-0.0,-0.0,-0.0,-3.0825745159702347,-0.0,-0.0,10.78605473976631,-0.5117859766029494,-0.20519485938490956,-0.0,0.3164642881124471,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test57.csv,-0.0,8.425274671593396,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6386908466491985,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test58.csv,-0.0,56.47211482787253,-0.0,-0.0,-0.0,-0.0,-2.062238824965661,-0.0,-0.0,4.0479314119108345,-0.34315887843816145,-0.0,-0.0,44.94415853430716,-0.02548381363144376,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test59.csv,-0.0,59.86286832648216,-0.0,-0.0,-0.0,0.14519251868179603,17.291062623933154,-0.0,-0.0,2.6914787694039224,-0.6555361097493333,-0.11539528838248443,-0.0,6.792688962823144,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test6.csv,58.31444851039283,-0.0,-0.2589099879801547,-0.0,-0.2062648428270802,-0.9320317320118481,-1.7899750913877064,-0.0,-0.0,-0.2770468387941604,-0.0,-0.0,-0.0,-0.0,0.6149142407613274,0.8258312134465822,4.94549572144906,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test60.csv,-0.0,42.57406540817591,-0.7108831727227723,-0.0,-0.0,-0.0,0.8450387549413542,-0.0,0.11555009967100649,30.684002315353215,-0.41316289365053294,-0.0,-0.0,-0.0,-0.027259408449065745,0.13915980925225233,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test61.csv,-0.0,59.62063305394848,-0.0,-0.0,-0.0,-0.0,-1.5563082427907546,-0.0,1.3398980930785362,2.3409910292013736,-0.7569994044102296,-0.18254238611680598,-0.0,-0.0,-0.020747608296439738,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test62.csv,-0.0,16.163531120695293,-0.0,-0.0,-0.0,-0.0,-2.538173332115949,-0.0,-0.0,4.90665195763714,-0.5968970302728106,-0.0,-0.0,-0.0,-0.035607172776077195,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test63.csv,-0.0,22.005349384825223,0.7353000356028918,-0.0,-0.0,-0.6490207816076573,-0.7742509231141607,-0.0,-0.0,2.267073300676044,-0.2124594543900588,0.5754112637475957,-0.0,-0.0,-0.011994977488764854,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test64.csv,-0.0,22.72489421580863,-0.0,-0.0,-0.0,-0.6729272210971362,-1.1998243993319742,-0.0,-0.0,6.795391766351779,-0.20316336037972527,-0.07862859768590909,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test65.csv,-0.0,15.887090182565188,-0.0,-0.0,-0.0,-0.0,-4.028927512698783,-0.0,0.19775555986937732,19.98743078518133,-0.6836213057790932,-0.0,-0.0,-0.0,-0.03642535748806584,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test66.csv,-0.0,1.9330845228901623,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0377275341581345,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test67.csv,-0.0,8.722451920939545,-0.0,-0.0,-0.0,-0.0,-3.753196397543097,-0.0,-0.0,0.7296528379420656,-0.8002147490052802,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test68.csv,-0.0,-3.699020277759395,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.05510954523456714,-1.0369355191963705,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test69.csv,-0.0,16.161928732954603,-0.0,-0.0,-0.0,-0.0,-3.426000517572174,-0.0,-0.0,4.885566812531701,-0.5830444731743935,-0.22416655899931628,-0.0,13.749549662625165,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test7.csv,-6.487550638266101,-0.0,-0.5646737105341414,-0.0,-0.4501944006555438,12.28981123219097,-3.8265613346268577,-0.0,-0.0,-0.20960658402114804,-0.0,-0.2539851740947621,-0.0,-0.0,6.899769351749683,0.22740063139947933,14.138120544668093,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test70.csv,-0.0,51.090376748349826,-0.0,-0.0,-0.0,-1.216768807675551,-2.151558841782358,-0.0,-0.0,17.79403990061848,0.002455472525900784,12.199054111706861,-0.0,0.23917492148355762,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test71.csv,-0.0,2.221184524069629,-0.0,-0.0,-0.0,-0.0,-1.8084535955848486,-0.0,-0.0,11.24615118224505,-1.1598394955667288,1.4339978635935176,-0.0,-0.0,-0.0,-0.0,-0.0,0.20154417747615602,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test72.csv,-0.0,8.185044218546857,-0.0,-0.0,-0.0,-0.0,-4.529600596706065,-0.0,-0.0,-0.2643206110151965,-0.8448744975003926,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3324407658710539,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test73.csv,-0.0,29.230492855509222,-0.0,-0.0,-0.0,-0.0,-2.763959338830537,-0.0,-0.0,-0.16148638070345933,-0.5161192154038485,-0.0,-0.0,0.33822169032123606,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test74.csv,-0.0,31.275858253209755,-0.7904866711266894,-0.0,-0.0,-0.0,-1.0523363813909654,-0.0,-0.0,-0.15568102309916576,-0.4975218049625936,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test75.csv,-0.0,18.321140564101317,-0.0,-0.0,-0.0,-0.0,-3.014583929126004,-0.0,-0.0,9.846127041797349,-0.6477226196833775,-0.0,-0.0,0.42672973701333483,-0.0284292299466595,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test76.csv,-0.0,17.36633994035754,-1.140474238279244,-0.0,-0.0,-0.0,-3.6189777877966094,-0.0,-0.0,1.8977018522378402,-0.6629136673507312,-0.0,-0.0,-0.0,2.2794119609211543,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test77.csv,-0.0,25.411456533873366,1.9653842682444698,-0.0,-0.0,-1.8473817238699979,-3.209887659780357,-0.0,-0.0,0.561014896636911,-0.556652395324259,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test78.csv,-0.0,31.456490496265545,-0.0,-0.0,-0.0,-0.0,20.62168101135911,-0.0,0.14634261101245405,26.995974179026124,-0.49684383462721154,-0.0,-0.0,0.32917234620094127,-0.01753722984708561,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test79.csv,-0.0,-2.035862091288574,-1.6290254085716893,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.85376750075522,-1.0301521774448763,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test8.csv,-4.255708596823476,-0.0,-0.43646652348556486,-0.0,-0.34883858463671813,-1.7084381152348342,-1.3771957691735173,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.016520674915057782,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test80.csv,-0.0,-1.999992537224788,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0297410863883785,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test81.csv,-0.0,30.58941973460299,-0.3883928162640208,-0.0,-0.0,-0.0,-2.333873084884405,-0.0,-0.0,38.38944019587004,-0.5053074796325242,-0.18401736529968424,-0.0,0.33671226943112137,-0.0,-0.0,-0.0,2.1838555200868166,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test82.csv,-0.0,50.63412775706709,-0.630694808527256,-0.0,-0.0,-0.0,20.6492549524362,-0.0,-0.0,21.254083767118892,-0.3704364590575198,-0.13371803072997365,-0.0,-0.0,0.7816648902366862,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test83.csv,-0.0,46.678753896706155,1.4066773779486534,1.0501181861573234,-0.0,-1.2978029800025075,4.801705565166439,-0.0,-0.0,4.362537515326697,-0.39118382411100766,-0.0,-0.0,21.16858886310667,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test84.csv,-0.0,11.482000908026434,-1.1458225805046498,-0.0,-0.0,-0.0,-3.556995157432384,-0.0,-0.0,1.5369603544688863,-0.6772022584579246,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test85.csv,-0.0,38.77003456556196,-0.0,-0.0,-0.0,-1.4609147538204894,-1.3936969636321035,-0.0,-0.0,1.3152200621146344,-0.4405632697634218,-0.0,-0.0,42.594961279006235,-0.0,-0.0,-0.0,0.17789707673303518,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test86.csv,-4.480824843463984,5.470327883860661,-0.0,-0.0,-0.0,-1.407513318839875,0.3665246452257974,-0.0,0.13578776424787453,37.83764527707007,-0.45486141316227285,-0.1629081046111006,-0.0,-0.0,1.5849725821952312,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test87.csv,-0.0,31.866663938365217,-0.8370409317475653,-0.0,-0.0,-1.6380647143317821,-2.261641129604162,-0.0,-0.0,27.167452589236397,-0.4953134649383938,-0.17581361118017513,-0.0,-0.0,-0.0,-0.0,-0.0,5.85508814422349,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test88.csv,-0.0,23.74581340115258,4.551730439527434,-0.0,-0.0,-1.1597579694071554,-1.6016856236581265,-0.0,0.10596273848217125,69.60758668225799,-0.35099257840743864,-0.0,-0.0,-0.0,1.2278691335476337,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test89.csv,-0.0,51.97176929122324,-0.0,-0.0,-0.0,-0.0,-2.0374443749519964,-0.0,-0.0,8.820637579447382,-0.3647342368389637,-0.0,-0.0,-0.0,-0.0,0.12681124626067722,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test9.csv,168.5102537037411,-0.0,-0.11525603814204374,1.9645987345522549,-0.09290849561093438,-0.45305082822527826,25.234463487346904,-0.0,-0.0,-0.10729182061023676,-0.12860386033231544,-0.0,-0.0,-0.0,0.48182748557079363,1.5998877106982166,0.06986791880723311,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test90.csv,-0.0,21.3473573686881,-0.0,-0.0,-0.0,9.683267095573054,6.532309892604331,-0.0,-0.0,0.5943921025933103,-1.1382822368246792,-0.1806215669572234,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test91.csv,-0.0,5.351110061971525,-1.3664382440961544,-0.0,-0.0,-2.679298290265774,-3.969280093239696,-0.0,-0.0,2.5127884647456127,-0.812419125791944,-0.0,-0.0,19.530008104748063,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test92.csv,-0.0,58.109735890633715,-0.0,-0.0,-0.0,2.7330708145750067,-1.5235686642072352,-0.0,-0.0,3.8478787402082055,-0.74699716694084,-0.0,-0.0,-0.0,-0.0,0.12164014522769474,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test93.csv,-0.0,-1.5045629270995637,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7863701204842568,-1.0213424107052085,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test94.csv,-0.0,8.455666987981958,-0.0,-0.0,-0.0,-0.0,-3.0444720474062756,-0.0,0.20632783983385145,1.6267996916101946,-1.4888609891037474,-0.0,-0.0,-0.0,-0.0039540013004560216,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test95.csv,-0.0,52.24332409585072,-0.0,-0.0,0.6642383904058319,-0.0,-1.6407181402762927,-0.0,0.11245447097652213,13.527813730628118,-0.8009264110558737,1.0352235430307464,-0.0,0.25149550697422723,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test96.csv,-0.0,13.2414563577713,15.597198387015817,6.841988091515657,-0.0,5.497745042765304,-3.277597218768011,-0.0,-0.0,4.555296335914713,-0.6705086911013336,-0.0,-0.0,3.3268379423616294,-0.14785337500872636,-0.0,-0.0,0.2802230299703497,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test97.csv,-0.0,23.93834528118693,-0.8387004623510308,-0.8585669397260456,-0.0,0.4167478438098544,14.247048642405955,-0.0,-0.0,23.747427728344604,-1.1029969842575797,36.20969032773909,-0.0,-0.0,-0.0,0.18295774562496692,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test98.csv,-0.0,31.72739373619488,-0.6137070569271061,-0.6282724110230787,-0.0,-1.2012764668710625,1.222901970023095,-0.0,-0.0,27.258602404637607,-0.8066440162245863,1.0578316812555086,-0.0,-0.0,8.665149016245267e-05,-0.0,-0.0,0.15433726954106122,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test99.csv,-0.0,-0.0,-1.5204960781237138,13.282481076787569,-0.0,-3.0363400329808607,-0.0,-0.0,-0.0,-0.7537862003142158,-1.0151164875601195,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test0.csv,248.57159023541925,-0.0,-0.0,-0.0,-0.0,4.017351614830528,3.0151971402872286,-0.0,-0.0,-0.028581231956499364,-0.12440125914539711,1.631053670380126,-0.0,-0.0,10.109161983998776,2.6010649542096256,6.387587403790028,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test1.csv,320.6328144291273,-0.0,-0.0,-0.0,-0.0,0.868683326145357,5.733289387072181,-0.0,-0.0,-0.022762778427465102,-0.09821658004162892,1.181870819923109,-0.0,-0.0,19.68550214526102,0.336165776186533,39.016813480725254,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test10.csv,218.69392649061237,-0.0,-0.0,-0.0,-0.0,0.7825518544668683,20.987171898576076,-0.0,-0.0,-0.03196885068024112,-0.13673336125084057,1.8343323717877558,-0.0,-0.0,0.24871028784551721,2.7072670479925978,13.154266814897715,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test100.csv,-1.1072208467072646,-0.0,14.098824183838225,13.057755153877668,-0.0,10.065187364406745,0.0697246056807254,-0.0,-0.0,-0.03644461682615696,0.7673816093290088,20.79307000892786,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test101.csv,-1.1061171436814432,-0.0,24.757170841580386,23.37664014804446,-0.0,19.40910260427101,3.9146113837445013,-0.0,-0.0,-0.03643602745867295,0.7716193417721612,11.219528396503446,-0.0,-0.0,-0.026043264464315923,-0.0,-0.0,1.031632244475014,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test102.csv,-1.1050135412699893,-0.0,24.794925214492654,52.815329471665095,-0.0,46.89975858780834,3.92922823604022,-0.0,-0.0,-0.03642743816237194,4.722414643016106,33.391755741179146,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test11.csv,313.8214437525923,-0.0,-0.0,-0.0,0.25529536559719174,11.289230127658904,0.5022044536430553,-0.0,-0.0,-0.023194713588279486,1.0103730765223138,1.356120244954358,-0.0,-0.0,4.046394893065344,5.1319935253207465,9.567789971532617,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test12.csv,215.88221033912603,-0.0,-0.0,-0.0,-0.0,-0.34816731366569165,41.9647732118189,-0.0,-0.0,-0.03231603065116892,4.2104597218006115,0.13889707660026154,-0.0,-0.0,17.267734482235884,29.208362950792154,7.305919039830866,0.5841704242576009,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test13.csv,158.9428656315452,-0.0,-0.0,-0.0,-0.0,-0.4501160042195269,9.795871839187441,-0.0,-0.0,-0.04190000491375123,5.47482841278509,6.330190925469067,-0.0,-0.0,7.347700987537762,0.7620365322703443,3.9836128331322063,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test14.csv,135.00340983368523,-0.0,-0.0,-0.0,-0.0,-0.5127895469463066,0.8774356309300144,-0.0,-0.0,-0.047874361319482125,-0.17772197263646108,0.21108552660135618,-0.0,-0.0,4.515367799958191,0.8732271847525366,0.9413188564992232,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test15.csv,135.06384314900816,-0.0,-0.0,-0.0,-0.0,1.0591693573382592,11.24209028998671,-0.0,-0.0,-0.0478629376063158,1.884763976564884,0.21237933066562653,-0.0,-0.0,3.297678265870444,0.733834806626062,0.9436178297369751,-0.0,-0.0,-0.0
