,physics,history,research,theory,computer,science,engineering,systems,publication,areas,quantum,view,details,experiment,data,matter,award,software,graduate,studies
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test11.csv,-0.0,72.7510828618196,-0.0,-0.0,-0.0,-0.8292152091311408,-0.2458727792077468,-0.0,-0.0,-0.17411681319460576,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6668595850495613,-0.0,-0.15185723543952703,0.25323781362113906
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test110.csv,-0.0,-0.0,-4.7634762936785435,-0.0,41.976659048324436,0.6229404551487127,11.88618598511618,-0.49297676057354234,-0.0,-0.34483930490314335,-0.0,-0.0604270020502047,-0.0,-0.0,-0.4301206112040434,-0.0,-0.26271639049066875,-0.0,-0.6318114522975312,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test111.csv,-0.0,-0.0,-5.039142884140765,-0.0,7.800290013573108,7.767091799979922,20.346961086875943,-0.8416530922107168,-0.0,-0.5893628027457907,-0.0,-0.10261397073201607,-0.0,-0.0,-0.7342028344668983,-0.0,-0.4487404045223328,-0.0,-1.0784868897587772,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test112.csv,-0.0,-0.0,-8.11409894013223,-0.0,2.5859098526273696,1.1016096475227082,20.361127362026373,-0.840400163870761,-0.0,-0.589140654255507,-0.0,-0.1019100218695021,-0.0,-0.0,-0.7329729522529166,-0.0,-0.4482965892678043,-0.0,-1.0766650417260664,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test113.csv,-0.0,-0.0,-6.27813421234045,-0.0,29.028038225299802,2.791587777372775,24.397129189116583,-0.6503393158023878,-0.0,-0.45641185673855955,-0.0,-0.07843480019063681,-0.0,-0.0,-0.5671010837153834,-0.0,-0.34708594412377825,2.2252365071508895,-0.8330038385128891,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test114.csv,-0.0,-0.0,-7.684232720623833,-0.0,2.6026470193549414,1.1386396258204603,20.392033935761553,-0.837935609246603,-0.0,-0.5887077825575838,-0.0,-0.10050639372570316,-0.0,-0.0,-0.7305492918985994,-0.0,-0.44742209769264235,-0.0,-1.0730849965441243,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test115.csv,-0.0,-0.0,-8.072014583482291,-0.0,2.611842182691007,1.1565312081753762,20.406140273612934,-0.836683478239129,-0.0,-0.5884856902632669,-0.0,-0.09980280649273712,-0.0,-0.0,-0.7293201933030481,-0.0,-0.44697845208981657,-0.0,-1.0712645388408273,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test116.csv,-0.0,-0.0,-6.402375942966528,-0.0,2.1959989752720555,-1.7296021838902524,26.420227853036323,-0.699956218635688,-0.0,-0.4928695169650933,-0.0,-0.08302917674427543,-0.0,-0.0,-0.6100224894089328,-0.0,-0.3741238046205267,-0.0,-0.8960211091943759,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test117.csv,-5.357080092800175,-0.0,-2.4760890942996534,-0.0,29.190770372189924,20.1765763747486,50.43429669897643,0.14929411183951755,-0.0,-0.2988449533703092,-0.0,-0.05000592293830094,-0.0,-0.0,-0.3694021545358193,-0.0,-0.22670688804385403,0.14070033241424995,0.09515542310912312,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test118.csv,-0.0,-0.0,-6.5396771179209265,-0.0,2.276273905821893,-1.426562481380033,17.608298664630258,-0.04379643297764524,-0.0,-0.5062063390623552,-0.0,-0.08413385318166325,-0.0,-0.0,-0.6249397392913127,-0.0,-0.3837846574942205,0.06086736131156389,-0.9167437259200577,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test119.csv,-0.0,-0.0,-8.009863665742872,-0.0,2.652834025219506,-1.644692625953078,20.466154949822702,0.3036315641658748,-0.0,-0.5876375085114085,-0.0,-0.09700305155804996,-0.0,-0.0,-0.7245300241677234,-0.0,-0.4452499525442287,-0.0,-1.0628253983249947,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test12.csv,-0.0,20.81972117762394,-2.7023126213896007,-1.0983847219340817,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2845293867063026,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.23154257858773591,57.96607249160794
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test120.csv,-0.0,-0.0,-7.544487897574392,-0.0,2.6619947431157183,1.2443324583415674,20.48016272249581,-0.8274334116524253,-0.0,-0.5872195120378997,-0.0,-0.0963000654476248,-0.0,-0.0,-0.7233022165956213,-0.0,-0.44480658647277893,-0.0,-1.0583742054688918,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test121.csv,-0.0,-0.0,-7.28582995804117,-0.0,21.1753515239049,-1.93915192560216,19.853709621942524,0.3016963449200971,-0.0,-0.5686538740692921,-0.0,-0.09260978746065651,-0.0,-0.0,0.1634803222910447,-0.0,-0.4304769250371512,0.27090243693251825,-1.0235401110645772,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test122.csv,-0.0,-0.0,-3.4796936475584004,-1.3642796741768624,27.7997580983442,1.5115403949389157,15.13757609372292,7.059843736300174,-0.0,-0.433097439141822,-0.0,-0.07004152375580652,-0.0,-0.0,3.050373753896306,-0.0,-0.3276565759029538,-0.0,-0.7785058254809906,-0.0037005240886085794
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test123.csv,-0.0,-0.0,-6.65258881349675,-0.0,6.6630090281696805,1.0857075592789462,26.53006771127485,-0.6874208678043842,-0.0,-0.4914492281115951,-0.0,-0.07892148218115193,-0.0,-0.0,-0.6007070885773106,-0.0,-0.3715757016816844,-0.0,-0.8822475904628637,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test124.csv,-0.0,-0.0,-7.454437622765994,-0.0,2.697478536256738,-1.5796670500169108,20.543990493573688,-0.8192502196915822,-0.0,-0.5863546853346259,-0.0,-0.09349672418838567,-0.0,-0.0,-0.7157717268845314,-0.0,-0.443059694427168,-0.0,-1.0512338482968406,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test125.csv,-0.0,-0.0,-7.911296018214907,-0.0,2.7066086127589633,1.3296199501837227,20.55789476153436,-0.8180020963603166,-0.0,-0.5861327949189314,-0.0,-0.09279433971271846,-0.0,-0.0,-0.7145457978079004,-0.0,-0.4426166102180361,-0.0,-1.0494190146021858,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test126.csv,-0.0,-0.0,-6.801173708347031,-0.0,2.338547364170834,-1.3382534543586344,17.714588798141307,-0.7033161517386932,-0.0,-0.504534406381512,-0.0,-0.07930150967878408,-0.0,-0.0,-0.6142478911609316,-0.0,-0.38076058538608915,-0.0,-0.9021040024497099,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test127.csv,-0.0,-0.0,-3.086692449971511,-0.0,35.27989839469798,22.44598683433224,13.87549710021216,-0.5495969669030761,-0.0,-0.39470820943419077,-0.0,-0.06159034643805877,-0.0,-0.0,0.12714803017732781,-0.0,-0.2976933477629523,-0.0,-0.7047972632488394,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test128.csv,-0.0,-0.0,-7.868177097896122,-0.0,2.732466502689212,1.381473741367089,20.6122192553377,-0.814340695533489,-0.0,-0.5854906041664661,-0.0,-0.09069521716710605,-0.0,-0.0,-0.7099984304308433,-0.0,-0.44131413888867355,-0.0,-1.0441025286000492,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test129.csv,-0.0,-0.0,-7.855044184402191,-0.0,2.7415725654876413,1.3991465730173671,20.626032793561983,-0.8130936252058607,-0.0,-0.5852687878826497,-0.0,-0.08999331338928046,-0.0,-0.0,-0.7087737396212966,-0.0,-0.44087127931349057,-0.0,-1.0422895303514395,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test13.csv,-0.0,13.1606645142086,-4.586782903658226,-0.0,-0.0,-1.5728244778523728,-0.0,-0.0,-0.0,-0.3421972964056744,-0.0,-0.0,-0.0,-0.0,1.2185796181706652,-0.0,-0.0,-0.0,1.803989376320165,-0.15161962355872877
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test130.csv,-0.0,-0.0,-7.830756882616293,-0.0,2.7506723784145537,1.4245260872590262,20.639827962719483,-0.811846822352136,-0.0,-0.5848460471410326,-0.0,-0.08929153004793022,-0.0,-0.0,-0.7048079292829623,-0.0,-0.44042847672950197,-0.0,-1.036565877257574,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test131.csv,-0.0,-0.0,-7.817646441797975,-0.0,2.7597659457595003,1.4421601363396512,20.653604787237143,-0.8106002869149465,-0.0,-0.5846242861555195,-0.0,-0.08858986712239013,-0.0,-0.0,-0.7035843517415064,-0.0,-0.4399857311293739,-0.0,-1.0347548187785272,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test132.csv,-0.0,-0.0,-7.804543874442742,-0.0,2.7688532718090815,1.4597783002525246,20.66736329150943,-0.8093540188369364,-0.0,-0.5844025441954854,-0.0,-0.08788832459199838,-0.0,-0.0,-0.7023610366351789,-0.0,-0.43954304250577275,-0.0,-1.0329442264264048,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test133.csv,-0.0,-0.0,-5.250759227184524,-0.0,35.38224782414099,14.623763499506794,21.460887597744353,-0.5445945339105133,-0.0,-0.3936870751964838,-0.0,-0.05875639077215249,-0.0,-0.0,6.05140823902154,-0.0,-0.2959154942693992,-0.0,-0.6948947196199641,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test134.csv,-0.0,-0.0,-7.779888150205319,-0.0,2.7852217679683475,1.4975376354534962,20.701767213199254,-0.806918803378643,-0.0,-0.5839754603228541,-0.0,-0.08649047889615705,-0.0,-0.0,-0.6977173010488684,-0.0,-0.4386762624950347,-0.0,-1.0294109803009641,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test135.csv,-0.0,-0.0,6.0111293545178,-0.0,2.0144893093329603,1.0922856589357806,32.71546167169234,0.9084355816767784,-0.0,-0.42084574406623354,-0.0,-0.061848097541799416,-0.0,-0.0,0.15854174075049624,-0.0,-0.3159359538129875,-0.0,-0.7408291782191447,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test136.csv,-0.0,-0.0,39.07568465543717,-0.0,-0.056746222758965285,2.976286804069644,44.44497930201793,90.02090459354936,-0.0,-0.24134892862973928,-0.0,-0.026378626193104503,-0.0,-0.0,13.731822942929552,-0.0,3.954238596315391,-0.0,0.08396257096210248,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test137.csv,-0.0,-0.0,-4.278235879467949,-0.0,2.8107928284662598,2.340277639563794,20.7657802342273,-0.8009395698019115,-0.0,-0.583267998918168,-0.0,-0.08440147457175218,-0.0,-0.0,-0.6883214206830979,-0.0,-0.435227346878186,-0.0,-1.0227998930701239,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test138.csv,-0.0,-0.0,-4.809004320458501,-0.0,35.463449944477226,12.42028808275485,14.003501666080188,-0.5389251431941823,-0.0,-0.39292255593150144,-0.0,-0.05640696026012949,-0.0,-0.0,0.1608633584724233,-0.0,-0.2930074649740876,-0.0,-0.6880600805935562,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test139.csv,-0.0,-0.0,-7.689937721208989,-0.0,2.827076807345502,1.5945323080583218,20.801991295530083,-0.798507375071087,-0.0,-0.5828410779714583,-0.0,-0.08300463029672961,-0.0,-0.0,-0.684991063343056,-0.0,-0.4343614964820142,-0.0,-1.0192710169615966,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test14.csv,-0.0,29.885748462147184,-2.709550542947055,-0.0,-0.0,-1.3119762927034262,-0.0,-0.0,-0.0,-0.2913097444988567,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.20272571784585103,5.672075899742508
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test140.csv,-0.0,-0.0,-4.484067184151331,-0.0,11.935701122037873,1.0245821615591924,38.815552477317944,3.5118844093310098,-0.0,-0.36847163775579933,-0.0,-0.052069906723734585,-0.0,-0.0,0.15522759914586345,-0.0,-0.27452052001463495,-0.0,-0.6420406525998669,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test141.csv,-4.756340408912599,-0.0,-3.3891725271312545,-0.0,27.51900017336837,16.500557146680954,26.12306679336624,0.311925539325915,-0.0,-0.4749687137720529,-0.0,-0.0665755754244568,-0.0,-0.0,3.4777108869495392,-0.0,0.3601229815293369,-0.0,-0.8264999203206992,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test142.csv,-0.0,-0.0,-7.6387272634337595,-0.0,2.8557097667808127,1.6550607225317455,20.843559632543098,-0.7916493840307616,-0.0,-0.5820073793463727,-0.0,-0.08091100467688654,-0.0,-0.0,-0.6787599264656436,-0.0,-0.4323862786926824,-0.0,-1.011371942500102,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test143.csv,-0.0,-0.0,0.35309314804900027,-0.0,46.561691504002944,21.71017666511415,90.85706553728706,-0.24260022374137555,-0.0,-0.1785679378102479,-0.0,-0.024619150213409408,-0.0,-0.0,1.0771073264742044,-0.0,-0.13257704563471318,-0.0,0.09313686296852301,0.7136618420231939
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test144.csv,-0.0,-0.0,-7.606726625238179,-0.0,2.8835633005688814,1.7042770066283257,20.8705534820513,-0.7892827381814623,-0.0,-0.5815989566184081,-0.0,-0.07952021364138727,-0.0,-0.0,-0.6743412466869908,-0.0,-0.4315414395552003,-0.0,-1.0065028016937712,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test145.csv,-0.0,-0.0,-5.350142556660998,-0.0,2.0379439872477234,1.7707483460416764,14.713743823006421,-0.5552107343688147,-0.0,-0.409606856829518,-0.0,-0.05553243289269385,-0.0,-0.0,15.37785291022398,-0.0,-0.30372943105029504,-0.0,-0.707856452377751,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test146.csv,-0.0,-0.0,-6.5290564021500375,-0.0,7.102890989808768,-2.3421118631424944,18.002113975957563,-0.677564890851193,-0.0,-0.5004525881006734,-0.0,-0.06727375184034735,-0.0,-0.0,-0.5767494348804971,-0.0,-0.3708587554040711,-0.0,0.2726575681471074,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test147.csv,-0.0,-0.0,-7.569801309599165,-0.0,-0.11525080188262095,-1.6525114473465705,20.922965169177612,0.4006422622909946,-0.0,-0.5809562268310411,-0.0,-0.07742647198071907,-0.0,-0.0,0.27574837389238094,-0.0,-0.430240890958854,-0.0,-0.9999546629619782,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test148.csv,-0.0,-0.0,0.8274157365522392,-0.0,1.8469138434446883,5.489687984354962,38.93636548145264,2.4782453001320457,-0.0,-0.36740364870363573,-0.0,-0.04854147332084775,-0.0,-0.0,-0.4216580464551637,-0.0,0.286298990933571,-0.0,-0.6314845683616986,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test149.csv,-8.707667898532799,-0.0,-5.779225269620938,-0.0,2.4540515627427677,6.302593871640416,26.949747974163476,0.3456046814024224,-0.0,-0.4863914189237407,-0.0,-0.0637026323689375,-0.0,-0.0,22.858072083175546,-0.0,-0.3591627308917743,-0.0,-0.8348603532052076,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test15.csv,-0.0,58.92845358387306,-2.562659363712567,-0.0,-0.0,-0.8719683811829855,-0.0,-0.0,-0.0,-0.19769087645102162,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.1326446055503223,-0.0,1.0948716239165355,7.919229318273663
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test150.csv,-0.0,-0.0,-7.51269853922814,-0.0,2.938326435172911,1.812014865848604,20.963112671006343,-0.7779586205339899,-0.0,-0.5801298333709426,-0.0,-0.07533490187473565,-0.0,-0.0,-0.6629391629188176,-0.0,-0.4259464769198996,-0.0,-0.9905934512356711,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test151.csv,-0.0,-0.0,-6.8430024124262925,-0.0,2.947291207695098,-1.1868928901369453,20.976459595645963,0.4202496803651104,-0.0,-0.5799084770022593,-0.0,-0.07463563370351499,-0.0,-0.0,-0.6617245654662354,-0.0,-0.4255055949951073,-0.0,-0.988794225055703,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test152.csv,-0.0,-0.0,2.162495858898315,-0.0,0.8331249513354084,3.992218163234276,99.98978877171558,2.439681765043217,-0.0,-0.16336637571231458,-0.0,-0.020836645918296978,-0.0,-0.0,0.19048365831591615,-0.0,5.696565975586363,0.07922353515138446,0.09823892144225771,0.0027831814036633675
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test153.csv,-0.0,-0.0,-6.790085025197801,-0.0,10.643537618516877,-1.1558738958151205,21.003100222817025,0.43447157269955244,-0.0,-0.5795015385282791,-0.0,-0.0732465684530651,-0.0,-0.0,10.327156503868377,-0.0,-0.42206587215458624,-0.0,-0.983932208419564,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test154.csv,-0.0,-0.0,-6.412391485107677,-0.0,2.5625173379634805,-0.9851964493539087,18.09745036522618,-0.6613236400663507,-0.0,-0.4988246477206776,-0.0,-0.06247159491371305,-0.0,-0.0,-0.5644356770143497,-0.0,-0.3630663938405456,-0.0,-0.8457270999344839,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test155.csv,-0.0,-0.0,-5.35967617528586,-0.0,6.028784327279732,3.2404993598287035,33.03355161831165,-0.5527909130899279,-0.0,-0.41746608157467663,-0.0,-0.051799268033287584,-0.0,-0.0,-0.4716903905785317,-0.0,-0.3036505509299149,0.20376346754427319,-0.7067803589444195,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test156.csv,-0.0,-0.0,-4.793867834042264,-0.0,37.804771322033204,1.23965642731707,13.592728147881024,-0.49443935646915055,-0.0,-0.37384608493006405,-0.0,-0.04595450836802565,-0.0,-0.0,0.19807058855305243,-0.0,-0.271745713187526,-0.0,-0.6320425810248524,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test16.csv,-0.0,82.97110191687322,-1.4250250878117074,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.15598520570612548,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.02091360693239913,-0.0,2.3904957114722105,1.1816086975781281
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test17.csv,-0.0,8.799081785791648,-3.899987158635442,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4269658250713754,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.24288456831812305,3.8390002038531867
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test18.csv,-0.0,180.05651390663033,-0.3150565663446246,-0.0,-0.0,4.124486312814983,-0.0,-0.0,-0.0,-0.0845571224370495,-0.0,-0.0,-0.0,-0.0,-0.06723390028497707,-0.0,9.630292576237848,-0.0,0.4806113037426614,0.13132982875740815
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test19.csv,-0.0,114.0989919466481,-1.5675948905615513,-0.0,-0.0,-0.5318329465325519,-0.0,-0.0,-0.0,-0.12274360220379722,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.013515323341400277,-0.0,4.249860693250392,0.19142510065726298
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test2.csv,-0.0,119.14141349991053,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11864185647064691,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6812434696343631,-0.05142974765265388
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test20.csv,-0.0,36.183778641532996,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2633718476658706,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.13636096907741527,-0.11412405831427662
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test21.csv,-0.0,72.22608744653095,-0.6265198418592975,-0.0,-0.0,-0.0,-0.0,-0.1337931835991839,-0.0,-0.17214678880097461,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.9056163110414375,-0.0,3.0198979877745935,0.27022442473544916
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test22.csv,-0.0,32.26833998982015,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2796482663931396,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.027907228374603618,-0.0,-0.1384181741383328,2.1408286163940393
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test23.csv,-0.0,96.31053634621665,-0.5007201757455116,-0.0,-0.0,-0.3612304695308687,-0.0,-0.14921457974333197,-0.0,-0.13680795075593266,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.013442525521674464,-0.0,-0.068155810579998,0.22157592599255982
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test24.csv,-0.0,34.88306109535516,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.02046259513230327,-0.13333676219171486,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.012353422107570308,-0.0,2.3536108888913345,27.77933157962005
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test25.csv,-0.0,127.42065124323584,-1.0236336249490647,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11233617840066189,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.010000528276636651,-0.0,1.9878912032522802,2.4896619457734457
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test26.csv,-3.4561312950527032,61.46264505807197,-0.0,-0.7344134459979876,-0.0,17.170928581459222,-0.0,-0.0,-0.0,-0.19199821989609842,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.406206617501581,-0.08089428681690762
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test27.csv,-0.0,29.551314810379548,-3.5525955714983013,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2789063229349598,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.12086937400637765,2.560295702417949
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test28.csv,-0.0,17.547732877395834,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.36416211728093456,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.15512354913262275,0.3688252664287393
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test29.csv,-0.0,44.58955770069717,-2.987359730666805,-0.0,-0.0,1.5075842810081055,-0.0,-0.0,-0.0,-0.23470600107316134,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.218267997836232,11.060716882365254
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test3.csv,-0.0,23.05398448568925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.26614496588859893,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10730835151885335,0.27427431486535075
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test30.csv,-0.0,29.677797671193996,-2.661664635189658,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2922243562826864,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.754197843368542,6.525711181031209
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test31.csv,-0.0,96.71944953599294,-1.267746929988506,-0.0,-0.0,-0.35037150215111124,-0.0,-0.0,-0.0,-0.13921554212399045,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.053535290037446115,1.093268936408029
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test32.csv,-0.0,60.7610460126738,-1.762985289437785,-0.0,-0.0,-0.7022012301503487,-0.0,-0.0,0.030510400499046103,-0.19362934770470888,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.325007333413335,-0.0,-0.0730307227819154,1.5240849865408927
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test33.csv,-0.0,17.802587174890988,-1.233720513182551,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3634299156781146,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.13438523712864242,12.780366486020617
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test34.csv,-0.0,107.84407309620097,-1.1643234092668509,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.12807036079400555,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.009518485119937678,-0.0,-0.04640367523864357,0.21922965484897844
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test35.csv,-0.0,66.8855038500624,-1.6506628183345162,-0.0,-0.0,16.351427001009878,-0.0,-0.0,-0.0,-0.18159306519151955,-0.0,0.1752804398741741,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.1047135141852025,-0.073519249363269
