,history,physics,university,engineering,computer,research,science,vanderbilt,rochester,ub,faculty,professor,award,buffalo,department,studies,arts,graduate,information,latin
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test37.csv,-0.0,29.896975378771984,0.24210022300226247,-1.028043292765349,-0.0,-2.4966638145670603,-1.4977437603476262,-0.0,22.41528184913955,-0.0,-0.5804189939063132,0.3816573840597475,14.343026289495933,-0.0,0.2431392216899103,-0.0,-0.22662340942169146,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test38.csv,-0.0,23.798970897477712,42.47366598866588,-0.0,-0.0,-2.0717784273642015,-0.0,-0.0,16.971140823515842,-0.0,-0.43869760086263954,12.183222268903531,6.302997261027814,-0.0,14.91041541376949,-0.0,-0.16884277796757194,-0.4817896158986488,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test39.csv,-0.0,55.073470561256514,9.044381451159294,-0.0,-0.0,-1.7727454231131843,-0.0,-0.0,10.552411571515526,-0.0,-0.413346327705013,17.22680030728181,-0.0,-0.0,1.97396728661627,1.2875250266087077,-0.1567913953427795,-0.0,-0.23629287396332938,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test4.csv,-18.07953951419918,-0.0,-29.317220267373294,-3.055861876141637,-0.0,-0.0,-0.0,-0.0,-0.970101196775039,-0.0,-0.0,-2.4358236389845693,-0.0,-0.0,-4.065024831897475,-0.0,-2.445089380820944,-2.8875905800755812,-0.8918871246091005,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test40.csv,-0.0,4.152496624223694,-9.164925311419745,5.370281339504324,0.9416057555545727,-4.279912466558059,-2.284155417493921,-0.0,15.055931313494822,-0.0,-0.9985884236468912,-0.5547970115940477,-0.0,-0.0,11.861011587682393,-0.0,-0.3674014739083158,-0.0,-0.5666477361161371,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test41.csv,-0.0,25.23132707812413,14.087005319968695,-1.0985697807553256,-0.0,-3.1519501136944457,-1.5577366699719641,-0.0,16.16738152241739,-0.0,-0.6304269956866897,1.0230950010819284,-0.0,-0.0,3.0541442224725652,-0.0,-0.22838198815604366,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test42.csv,-0.0,36.30996240713868,6.330643247944114,-0.0,-0.0,-0.0,-1.3035693025416637,-0.0,13.574139877929,-0.0,-0.5282546593870748,41.109699966158196,0.9290406475688082,-0.0,0.2746965668420283,-0.0,-0.18841456702693546,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test43.csv,-0.0,-4.611596905750282,-13.944347479938259,-0.0,-0.0,-0.0,-0.0,-0.0,20.198838815566095,-0.0,-1.3299555824498484,-0.881595010366792,-0.0,-0.0,0.7094442915610949,-0.0,-0.466944376078174,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test44.csv,-0.0,44.466649621244144,0.6094995524648351,-0.0,-0.0,-2.1900101493836615,11.521706028685985,-0.0,18.458455372251127,-0.0,-0.8307700839494645,4.011062407799178,6.832308370306431,-0.0,0.2580994695240543,-0.0,-0.16311316945271032,-0.0,-0.2666870160213746,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test45.csv,-0.0,106.54470246871632,9.837598360096358,-0.0,-0.0,-0.17618695684552688,-0.6375947559999212,-0.0,6.719057647586276,-0.0,-0.2594854721271012,21.077941394410892,-0.12187952195652131,-0.0,0.14559249389606146,2.0336978118624915,0.654525318909107,-0.2846021799059875,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test46.csv,-0.0,-1.2767721969248438,15.382189996434278,-0.0,-0.0,-3.8366758797043494,-0.0,-0.0,10.169498180263984,-0.0,-0.6629223996647365,5.705198619435971,-0.0,-0.0,0.38096050718640756,-0.0,-0.219455879364738,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test47.csv,-0.0,25.697504621508916,6.990449049959251,-0.0,-0.0,-3.1191247542241367,-0.0,-0.0,16.33232113384068,-0.0,-1.4472348698977737,0.5131838030080911,-0.0,-0.0,3.132731955294298,-0.0,-0.2043023432910734,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test48.csv,-0.0,29.774986045713096,22.576812177012506,-0.0,-0.0,-2.659239964053426,-1.2739587464060709,-0.0,9.040302839602266,-0.0,-1.6014212954252742,16.65973875037625,-0.0,-0.0,0.35513077139684884,-0.0,-0.18754405292230236,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test49.csv,-0.0,30.85227568421381,-2.3734637316582026,-0.0,-0.0,8.156423303390087,-0.0,-0.0,8.91385080655098,-0.0,-0.5750915008765537,1.0198329262163848,-0.2692899214095449,-0.0,7.036639324457393,-0.0,-0.18121797124484676,-0.6314335882649023,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test5.csv,22.98996429647953,-0.0,-1.5797983033179401,-0.5955209512219679,-0.0,-2.8404158959741777,-1.7174724306926208,-0.0,-0.14572448148586659,-0.0,-0.0,-0.4364184230021048,-0.0,-0.0,-0.7490565365470921,0.14782160055096705,-0.44273828962012785,5.377031619312518,-0.29450544031994536,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test50.csv,-0.0,15.011571363722929,6.389316956295902,-0.5317575962347134,-0.0,-1.5173403008527069,-0.6525376764994811,-0.0,4.135905785276197,-0.0,-0.2659919781837255,7.610399828097557,-0.0,-0.0,1.355553921802691,0.0042065724400177735,-0.08108342207390916,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test51.csv,-0.0,-5.7923688376355775,-4.027180068280394,-0.0,-0.0,-5.964290314702258,-0.0,-0.0,27.58294152324072,-0.0,-1.0479913910161471,1.9084203359951688,-0.24609252976554222,-0.0,0.699320543503816,0.22827985298057563,-0.31361403513355196,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test52.csv,-0.0,31.1169502430992,7.793765121334401,-0.0,-0.7886254336956853,-3.2595812718917427,-1.235724360527021,-0.0,8.970456192685335,-0.0,-0.5744615843267232,3.4402144368826537,-0.0,-0.0,2.9573664463006635,-0.0,-0.1686354144154532,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test53.csv,-0.0,2.0879880155628943,-2.5065408087254037,-0.0,-0.0,-3.8749218183805167,-0.0,-0.0,18.074565367521565,-0.0,-0.6846898724793941,0.6243817667450227,-0.0,-0.0,0.47813563250719476,-0.0,-0.19713738297546346,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test54.csv,-0.0,12.272383564241128,-2.959716032823313,-0.0,-0.0,-4.671546664464689,-2.02426674077347,-0.0,33.06971545616728,-0.0,-0.8276879726745425,2.000166904687033,-0.0,-0.0,0.5891077290384554,-0.0,-0.2336338881592076,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test55.csv,-0.0,-1.1681751560440654,3.34831416881984,-0.0,-0.0,-3.636944789959493,-0.0,-0.0,22.972806308433206,-0.0,-0.8677215699925626,0.8095579311592762,-0.0,-0.0,4.529135350215785,-0.0,-0.24001359575635847,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test56.csv,-0.0,24.423115721646578,-5.183258034611671,-0.0,-0.0,-3.6338339232546635,-0.0,-0.0,17.142056178145854,-0.0,-0.6465888677865353,11.342012024814167,-0.3008805704009025,-0.0,0.479402523210913,-0.0,-0.17517664616320935,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test57.csv,-0.0,3.498801078771219,-8.321421488216131,-0.0,-0.0,-0.0,-0.0,-0.0,16.495034036677527,-0.0,-0.0,1.002307712015912,-0.0,-0.0,0.7892845391978408,-0.0,-0.2773622952774492,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test58.csv,-0.0,51.57429909590297,11.810647818330336,-0.0,-0.0,-2.42987551617342,-0.0,-0.0,11.525803767540959,-0.0,-0.43352787564843165,4.351344544778216,-0.0,-0.0,0.33284721223354163,0.09608349739103855,-0.11248346496237469,-0.0,2.853710173322335,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test59.csv,-0.0,55.344999188741475,59.715506538957655,-0.0,-0.0,16.054414836933073,0.34369766610712676,-0.0,14.73174632180546,-0.0,-0.9991502459754201,2.9293406313023524,-0.16929825738275103,-0.0,12.98248718377321,-0.0,-0.09299632224377073,-0.0,-0.2029296152888423,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test6.csv,64.0592960680229,-0.0,4.403897444554378,-0.3295807985870242,-0.0,-2.134660565836694,-0.8713900860308574,-0.0,-0.05879476293625797,-0.0,-0.0,-0.21940577448350046,-0.0,-0.0,-0.38770507926947134,0.8012137099696476,-0.2267228690280792,2.9927709515026812,-0.15601701176533211,0.25971271256549694
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test60.csv,-0.0,37.73538994173306,30.910755538998473,-1.045362545901234,-0.0,-0.020659173148075846,-0.0,-0.0,19.9592341948165,-0.0,-0.5218784984070325,31.481889803045668,-0.0,-0.0,2.801338215443275,0.12047805114730632,-0.12731007583603074,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test61.csv,-0.0,54.81030234286738,3.624854898588261,-0.0,-0.0,-1.7278317585022993,-0.0,-0.0,10.474706253831394,-0.0,-1.1047178044544186,2.5939212293365688,-0.23493489531192868,-0.0,0.3485252446541132,0.09778478959699392,-0.09945592931522755,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test62.csv,-0.0,11.788431077498888,-2.736543200890711,-0.0,-0.0,-2.8033034893312814,-0.0,-0.0,41.03605966473099,-0.0,-0.7538336273242192,5.3917498114794915,-0.0,-0.0,0.6403769511268732,0.17938936071379755,-0.1755541136149713,-0.8155317622570636,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test63.csv,-0.0,19.55632898459848,0.9669563235213665,0.26844176165731665,-0.0,-1.1036805040635758,-0.6065593755077769,-0.0,7.22521169978518,-0.0,-0.268307179124993,2.4578433999735916,0.4971260696727278,-0.0,1.4609167492878403,0.06476877917245336,-0.06095937448054563,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test64.csv,-0.0,20.331548570238592,3.5037383962400024,-0.0,-0.0,-1.4083906900812773,-0.625330969130494,-0.0,6.927400493764375,-0.0,-0.25656027826839173,7.084364552085729,-0.11562115010643735,-0.0,1.4047583791484954,-0.0,-0.05684626359463719,-0.2767722840328836,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test65.csv,-0.0,11.205137464215888,-2.1600479245856445,-0.0,-0.0,-4.727413685326625,-0.0,-0.0,13.950509821462939,-0.0,-0.8632718856232093,20.921032699858273,-0.0,-0.0,0.7784588758079688,0.211454725564742,-0.18641519388769986,-0.928499817279226,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test66.csv,-0.0,-2.721112876042067,-12.23352489232947,-0.0,-0.0,-0.0,-0.0,-0.0,21.216408224929648,-0.0,-1.310369359157645,-0.0,-0.0,-0.0,1.1990735601963582,-0.0,-0.2754953735616864,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test67.csv,-0.0,4.228098399750461,-7.278793188640199,-0.0,-0.0,-4.159642733103099,-0.0,-0.0,27.424131930550637,-0.0,-1.0103881351466248,1.1179466809715606,-0.0,-0.0,0.9376737881739139,-0.0,-0.20662122181391945,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test68.csv,-0.0,-4.550713507262882,-12.111573447369855,-0.0,-0.0,-0.0,-0.0,-0.0,21.247000947317073,-0.0,-1.3092104377248792,0.4768939240898276,-0.0,-0.0,-0.0,-0.0,-0.26024610244338986,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test69.csv,-0.0,12.048767915670895,11.728859938742204,-0.0,-0.0,-4.016422313010119,-0.0,-0.0,20.01837907282068,-0.0,-0.7360895747642087,5.386143717405888,-0.3298422551920045,-0.0,4.1022261704629255,-0.0,-0.1420906698912181,-0.0,-0.40454275668057826,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test7.csv,-3.7483541779664904,-0.0,-4.958558103248457,-0.7185081399526669,-0.0,-4.544998458117174,13.075767658480853,-0.0,-0.083827498026886,-0.0,-0.0,-0.18214681431189958,-0.37393871504579224,-0.0,0.43901097001775163,7.627661932668923,-0.4558646614641312,6.617867958235573,-0.20846855710120735,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test70.csv,-0.0,46.526399401353686,12.720336507441482,-0.0,-0.0,-2.5195610214661417,-1.1287325836304307,-0.0,7.570101107843852,-0.0,-0.7703952200828572,18.431788368484238,11.869890804798773,-0.0,6.060318044018888,-0.0,-0.08487625952801951,-0.4852438153800294,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test71.csv,-0.0,-0.2151618168490798,18.00487321017058,-0.0,-0.0,-2.5809493776674843,-0.0,-0.0,17.85410931375728,-0.0,-1.7696444026893237,11.895053923544438,1.2527077574692633,-0.0,3.6958992133637043,-0.0,-0.11570759012708838,-0.0,-0.35682994400225976,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test72.csv,-0.0,3.6716686152534272,-9.640018146266513,-0.0,-0.0,-5.066824986699975,-0.0,-0.0,17.50622042708179,-0.0,-1.0661338715445892,-0.2286087489290451,-0.0,-0.0,1.0803642041835149,-0.0,-0.1831859749400998,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test73.csv,-0.0,24.744263494918638,-4.734245417676465,-0.0,-0.0,-3.0905899018061866,-0.0,-0.0,10.709995543744187,-0.0,-0.651245164452208,-0.13964902970173726,-0.0,-0.0,0.6685134979517813,-0.0,-0.10815854162664795,-0.0,-0.3544693916733261,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test74.csv,-0.0,26.816678684287652,-4.529844751200944,-1.0787448177197831,-0.0,-1.8538050140451277,-0.0,-0.0,10.346936567478876,-0.0,-0.6277520340063855,-0.1346111909009635,-0.0,-0.0,0.6528876981234406,-0.0,-0.10067244153342948,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test75.csv,-0.0,13.888914628138423,5.071585798559145,-0.0,-0.0,-3.329410470264588,-0.0,-0.0,22.536096125141533,-0.0,-0.8172350053702772,10.559979664657785,-0.0,-0.0,5.446068380976621,0.20974339498311936,-0.12639346449910838,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test76.csv,-0.0,12.960971770147978,-2.0366406137962128,-1.6778159267329844,-0.0,-4.352961920407431,-0.0,-0.0,13.840656000703758,-0.0,-0.8363609172136794,2.3224284375732367,-0.0,-0.0,0.8951877591488279,2.7684104259643876,-0.1245621006658427,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test77.csv,-0.0,21.03285055289514,-1.0236473132579118,0.7427419891580997,-0.0,-3.745320998287299,-1.712856639589274,-0.0,11.643740262768434,-0.0,-0.7022623426459054,0.8482031406803594,-0.0,-0.0,0.76104026082224,-0.0,-0.10056676560356549,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test78.csv,-0.0,27.10455141786322,17.917709625339842,-0.0,-0.0,18.959305434494524,-0.0,-0.0,17.364584739424764,-0.0,-0.626781064213313,27.941401093891532,-0.0,-0.0,3.656538987687261,0.16662903027316633,-0.08617148003454704,-0.0,-0.3395342540224351,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test79.csv,-0.0,-5.560235343713298,-11.355080666452068,-2.2222638120935,-0.0,-0.0,-0.0,-0.0,21.6416692824407,-0.0,-1.299508730714482,-0.6293458856294919,-0.0,-0.0,1.4485851814384043,-0.0,-0.1712291915091016,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test8.csv,-1.6945603194816337,-0.0,-5.704221426341405,-0.5549017664696632,-0.0,-2.1420928245495676,-1.5831827155860927,-0.0,-0.03195069654757938,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5750257943071276,0.17499306828420455,-0.32290565898527035,5.172387263288995,-0.16107605311452547,2.6472983873966123
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test80.csv,-0.0,-5.504649977233494,-11.257795550770378,-0.0,-0.0,-0.0,-0.0,-0.0,21.667387800792447,-0.0,-1.2989037602834743,-0.0,-0.0,-0.0,1.4731332350302775,-0.0,-0.15762016935522874,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test81.csv,-0.0,26.312374026534222,4.382785787065025,-1.0856778939070832,-0.0,-2.5706681063898875,-0.0,-0.0,10.643197419460964,-0.0,-0.6373467331076315,39.5161596062832,-0.2719276658788281,-0.0,0.7310672125301456,-0.0,-0.07366796695781452,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test82.csv,-0.0,46.38338300171607,29.89278500044227,-0.9280724496018138,-0.0,19.3144199200807,-0.0,-0.0,19.52752071083484,-0.0,-0.4672135219863155,21.986334953747594,-0.1977336383553269,-0.0,2.773370223833883,1.0186944173244816,1.4020835077902452,-0.05048410492419549,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test83.csv,-0.0,42.45421621210786,3.5019244800689253,0.5555467677352866,0.49616373110417816,3.9000049528170497,-1.2020161708345105,-0.0,20.65835480369375,-0.0,-0.4933633833893943,4.76224916142919,-0.0,-0.0,2.942960431162533,-0.0,-0.04963944936794472,-0.0,-0.2657271890549997,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test84.csv,-0.0,7.693179059329892,6.1571252645867105,-1.6865483906762797,-0.0,-3.9537617258783238,-0.0,-0.0,23.903305914435066,-0.0,-0.8540599228673391,1.9620484576822135,-0.0,-0.0,5.119239002560474,-0.0,-0.08104390308052514,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test85.csv,-0.0,34.59741572876272,-0.9201395216981518,-0.0,-0.0,-1.9931724763399004,-1.352397364883752,-0.0,9.364099969806503,-0.0,-0.555592505207012,1.6132847534283283,-0.0,-0.0,0.6742252296966301,-0.0,-0.04953173878273174,-0.0,-0.2974720493686242,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test86.csv,-3.1555449919351792,3.1590565782951927,26.327330745421136,-0.0,-0.0,-0.39324089393110423,-1.1821742370935786,-0.0,16.104417601308157,-0.0,-0.573601252131085,38.93235023120351,-0.24107065032859598,-0.0,7.834031926069054,1.9264967509567394,1.0731063480951568,-0.0,-0.3051524223415291,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test87.csv,-0.0,27.744058124042276,18.719827249021165,-1.232106687784086,-0.0,-2.482159228946067,-1.5141652992312333,-0.0,10.577016551321387,-0.0,-0.6245881389238949,28.162948246279722,-0.2603543852610335,-0.0,3.793842707703627,-0.0,-0.04698081625627231,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test88.csv,-0.0,20.789847072545903,38.44982406118177,3.473609126387382,-0.0,-1.7574255947196769,-1.0714649884920666,-0.0,7.511525348107826,-0.0,-0.44258155403986554,70.8829529365997,-0.0,-0.0,10.703577449253514,1.4928441839849762,-0.03075169694308796,0.30380040319584617,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test89.csv,-0.0,47.90362766563488,13.919887002055237,-0.0,-0.0,-2.360128537122861,-0.0,-0.0,19.43529773519463,-0.0,-0.4598927734376064,9.342031365194762,-0.0,-0.0,0.5930921399120801,-0.0,-0.02931847297951754,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test9.csv,174.2933038982738,-0.0,2.3814713489383497,-0.14631924118607903,1.6634240831803704,24.502036470194138,-0.41834595036998035,-0.0,0.42058120002919225,-0.0,-0.3790975824743866,-0.07533035964093704,-0.0,-0.0,-0.14100509522577406,0.585980726858748,0.33092476310398744,6.915450323813817,0.3979378712198667,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test90.csv,-0.0,17.753931681520033,19.79565168500872,-0.0,-0.0,5.430260667069659,10.33543090022443,-0.0,18.327539735048386,-0.0,-1.739040786905207,0.8820480376480321,-0.2676675436124308,-0.0,3.9931223765975585,-0.0,-0.03189901223754236,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test91.csv,-0.0,1.8070938065725173,-0.11968408648882445,-2.012073965259834,-0.0,-4.3643979101515225,-2.469117349478912,-0.0,17.587513069431647,-0.0,-1.0239801727826612,3.0867952290402676,-0.0,-0.0,1.3629927294672781,-0.0,-0.044745323228311956,-1.0529415883647635,-0.53631521507912,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test92.csv,-0.0,54.11782406871971,13.147531843450565,-0.0,-0.0,-1.6661780879238135,3.0836136089113757,-0.0,25.27055819414733,-0.0,-1.1414829334244987,4.214672580629106,-0.0,-0.0,10.389624051689658,-0.0,1.3372390430676948,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test93.csv,-0.0,-4.736649413891733,-10.321562557202872,-0.0,-0.0,-0.0,-0.0,-0.0,22.226797909570635,-0.0,-1.2870426042473613,-0.5420884595724215,-0.0,-0.0,1.7641668039078053,-0.0,-0.036785313837793154,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test94.csv,-0.0,5.185430540308486,7.140943920442467,-0.0,-0.0,-3.3286938209444954,-0.0,-0.0,14.64494011434666,-0.0,-2.275669517546955,2.078296707968443,-0.0,-0.0,1.1721101884672558,0.25406035460373966,-0.01931436461712808,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test95.csv,-0.0,48.32434237269214,14.370219567374576,-0.0,-0.0,-1.793387949237168,-0.0,-0.0,13.939760669961297,-0.0,-1.224358678445474,14.174870163786188,0.9124178309898705,-0.0,0.6381716916080341,-0.0,-0.007775837227610531,-0.0,-0.23821233675811754,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test96.csv,-0.0,9.632394294579061,7.322846981116186,13.078766391151856,5.527808624655805,-3.59986406856407,6.2093461998893105,-0.0,24.315244212163147,-0.0,-0.8445717571558645,5.177475611296054,-0.0,-0.0,5.376734715236407,0.07386814560876158,-0.009519398919433975,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test97.csv,-0.0,20.420966655941392,21.406206270766894,-1.234712638784443,-1.1309703188077829,12.962083543410722,0.8194559662928554,-0.0,11.884877999626186,-0.0,-1.6865476367718015,24.754056785126302,35.62346360557052,-0.0,15.613885568118501,-0.0,-0.003447058915897052,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test98.csv,-0.0,28.54999043383346,41.489359225542216,-0.9035535262481463,-0.8274997918045307,0.6174039057350117,-1.1016930363505493,-0.0,13.32128386056335,-0.0,-1.233627378228993,28.164582847835312,0.9368110476105985,-0.0,0.6690303805770165,0.14181386845395563,0.00014644800062768581,-0.4802018920716565,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test99.csv,-0.0,-0.0,-7.152593879241716,-2.5537891290234676,11.153305801578977,-0.0,-2.480489026433293,-0.0,12.783843276925781,-0.0,-1.278140547486746,-0.4998291974054063,-0.0,-0.0,-0.7060477706451085,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test0.csv,254.36188482921867,-0.0,95.94005261079491,-0.0,-0.0,2.765062848438755,4.1899456953838055,-0.0,-0.0,-0.0,-0.2879722743380727,-0.023707319955254453,1.5720748092067545,1.605426234112773,13.021808986594504,10.416933938820149,10.856063247921904,18.73406422426494,0.2889154785453984,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test1.csv,326.430296005384,-0.0,63.15212885012899,-0.0,-0.0,5.470600973518593,0.9625430517209911,0.13655814734015775,-0.0,-0.0,-0.22819377993526277,-0.018878334176191995,1.1378128813335282,3.6050998956196034,2.6206548339090734,20.066946816357053,8.668667910683919,2.115171520821564,0.2316959564492222,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test10.csv,224.49853784695478,-0.0,54.7095193338647,-0.0,-0.0,20.461210215895193,0.9032017396868603,-0.0,-0.0,-0.0,-0.3188688031596966,-0.026509556834512983,1.7715590305609878,5.080945970615487,3.693199239277064,0.32463764315668886,12.207666291840821,2.9819606945437376,0.3276535583470378,124.33306761429712
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test100.csv,-0.8179514999826333,-0.0,19.507451094509086,13.21780796088227,12.473956324987858,-0.09973652932785891,10.365066870879758,-0.0,-0.0,-0.22848438690022843,0.4008679772017468,-0.030216594828314857,20.59997102155275,2.7323895982795223,0.3347757015987621,-0.0,-0.0,0.740123833046263,1.5791019876317371,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test101.csv,-0.8164955004026434,-0.0,9.999391199456882,23.636772860760352,22.63212170439492,3.619638525901118,19.812404644305293,-0.0,-0.0,-0.22733877465314054,0.40668962538646486,-0.030205056180910753,11.08287555531868,2.742879311249988,0.3372395065859493,-0.018795068244050545,-0.0,0.7444381281421265,1.5851288407330413,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test102.csv,-0.8150396802052459,-0.0,10.040787644293985,23.688813779606715,51.751128515756456,3.6395383501121783,47.51205486116285,-0.0,-0.0,1.6472017724174937,4.074710025807473,-0.030193517662741975,33.17535403508441,2.753365264635141,3.4351291802509567,-0.0,-0.0,0.7487514568173332,1.591154073785127,-0.0
