,history,physics,university,engineering,computer,research,science,vanderbilt,rochester,ub,faculty,professor,award,buffalo,department,studies,arts,graduate,information,latin
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test78.csv,-0.7120546464249966,0.22814089797517037,23.923027154614058,39.803883324165206,23.497219789179788,1.7409418345856484,34.87687825383843,-0.0,-0.0,0.2498098044064503,1.6131011234688921,-0.02527594491949832,-0.0,4.074122732097499,0.7789086713734575,-0.0,-0.0,1.2766059461862298,1.871123947010021,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test79.csv,-0.7106116935878626,-0.0,13.465508333045847,24.647127671187082,36.81176857002699,6.234153684581574,22.058608417479743,-0.0,-0.0,2.983068157116931,5.919840834450632,-0.02526446160843565,-0.0,4.084131558679785,0.6649107686864997,-0.0,-0.0,1.2808000669814035,1.8770723031015015,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test8.csv,195.75215172779718,-0.0,41.744082604466136,-0.0,-0.0,-0.05246183913333252,2.4811261921149272,-0.0,-0.0,-0.0,0.23507164932055957,-0.02525297842598853,5.943008423250264,13.74064497239547,5.022380343440038,0.5787373490078729,27.500556253711004,4.338334675914471,0.5660271841458159,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test80.csv,-0.7060583238953791,-0.0,13.552580675213807,14.07852981941559,23.599585161694712,1.5774751358936143,22.12794872671399,-0.0,-0.0,0.2537037968394144,1.4599082855308734,-0.025241495372155517,-0.0,4.109641248557094,0.6725234499431426,-0.0,-0.0,1.2916375888794152,1.8868989866316535,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test81.csv,-0.704616109819365,-0.0,57.0533170200149,25.419139734501996,74.62031685509189,39.57872871009675,70.82244837756984,-0.0,-0.0,0.33004869892641536,5.9517031205092605,1.214856764635957,21.749496749862388,10.95028740330263,4.4529194174403255,-0.0,-0.0,1.295828342521976,26.580970220373242,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test82.csv,-0.7031740734275365,-0.0,24.201755310541905,26.157293431914564,5.896579701105851,14.948357806774021,5.181546902586462,-0.0,-0.0,0.7233522065328493,1.4744857343196942,-0.04790952314222473,-0.0,4.133991437651898,21.20911760702299,-0.0,-0.0,1.3000181574176972,1.9072024132146008,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test83.csv,-0.7017322146980026,-0.0,24.25801457932371,24.845534223948853,23.734859095930258,1.6164662361694546,22.25466764897865,-0.0,-0.0,0.2575894757177914,1.4800308132600493,-0.024985477560970113,-0.0,10.54736507579233,0.6882595459164849,-0.0,-0.0,1.3042070337768619,6.768811354287294,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test84.csv,-0.700290533608875,-0.0,13.728465110716066,40.18402867687433,23.783758631473262,80.95947764916181,35.23820275649497,-0.0,-0.0,3.243386544959537,1.485574463760643,1.375998541120492,11.944324605041693,4.158118902724809,5.078407994384267,-0.0,-0.0,1.3083949718097059,1.922611396566377,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test85.csv,-0.6988490301382679,-0.0,1.3708971588509495,38.55981177866497,23.832614899876486,1.4645314701179877,22.350435556433332,-0.0,-0.0,0.2615654427420424,1.491116686189449,-0.024754204466838573,-0.0,4.16809762450153,0.695858891677153,-0.0,-0.0,1.3125819717264189,1.928545912565687,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test86.csv,-0.697407704264298,-0.0,13.788268010342076,14.318266017693945,13.47176413605403,1.6476134477724105,6.250664816777319,-0.0,-0.0,0.2626561683543871,1.4966574809143451,-0.024742726999381164,-0.0,4.178072769835699,0.6982620335236747,-0.0,-0.0,1.3167680337371428,1.934478833336468,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test87.csv,-0.6959665559650854,-0.0,37.98417391377656,74.73750725689146,72.7739789500189,1.654704998894201,91.89157506261066,-0.0,-0.0,3.0190339474740684,6.017195680203527,-0.02473124966047386,172.90269600221978,4.188044340009138,4.229245303026016,-0.0,-0.0,1.3209531580519727,1.9404101593075258,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test88.csv,-0.694525585218752,-0.0,24.49968268584971,38.7476288240452,23.97677073652258,38.1912887146406,22.475144985523404,-0.0,-0.0,0.2665446937211013,1.5112085917213687,-0.02471977245011523,-0.0,10.631792465519009,10.706386701868984,-0.0,-0.0,1.325137344880956,1.9463398909075507,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test89.csv,-0.6930847920034233,-0.0,6.212802137498922,40.51259514457323,14.086190571544536,1.679211116042269,5.337166167973583,-0.0,-0.0,0.2676348616466287,1.5167442106720253,-0.040366816980951514,-0.0,4.212122172792426,0.8321505188304168,-0.0,-0.0,1.329320594434094,1.9522680285651177,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test9.csv,253.10423973075572,-0.0,88.73119099908618,-0.0,-0.0,24.757845348335056,5.59645286951941,-0.0,-0.0,-0.0,0.21637564178915533,-0.019624039077272747,1.968655902343721,2.72879053351824,4.083231784303064,10.649927033938274,12.530807853161468,3.51437784938974,0.4873223933647028,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test90.csv,-0.6340646170952963,-0.0,13.855551038535014,13.333974373942498,13.001671773662816,5.956960110407281,11.964997360615556,-0.0,-0.0,0.24745085229621627,1.404797115810999,1.1289200798664232,-0.0,10.247552905295626,4.194838559340039,-0.0,-0.0,1.2342222151874709,13.99635616836375,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test91.csv,-0.6327447459031753,0.21337897482107646,22.76258801430573,23.260172139036946,22.202401943339783,5.974223866132756,32.81680959973967,-0.0,-0.0,0.24845668451029462,1.4099197402575374,-0.022526035198921678,-0.0,3.909953436221406,0.6677750173021286,-0.0,-0.0,1.2380930439384636,13.545994119849446,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test92.csv,-0.6857104337906786,-0.0,39.236728422093684,14.556121187078835,24.161461209989493,1.5476016789257407,35.70257917082997,-0.0,-0.0,0.2709094077692875,1.5366962710154664,-0.02445121014798001,-0.0,4.829873936905803,0.7275933991796387,-0.0,-0.0,1.3487381801822798,1.9872175539331183,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test93.csv,-0.6300992940985484,-0.0,5.8690746775484826,51.276156514646225,22.293359604343152,116.58675389391388,20.926391970665758,-0.0,-0.0,2.8013043122292394,12.492948551163895,-0.02250492363492264,106.04854676686337,3.9288511829629478,0.6722002387723511,-0.0,-0.0,5.516830049358422,24.784482909243337,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test94.csv,-0.6828378708789946,-0.0,6.396305778757432,14.636679478651695,13.764201487265291,1.569964488731294,12.654934411214558,-0.0,-0.0,0.2748213949428014,1.5542057706916668,-0.02442828379909574,1.0789779803011113,4.276686611959955,0.7323983261030597,-0.0,-0.0,1.3604165171229319,2.007976919428434,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test95.csv,-0.68139851761772,-0.0,6.418672354209019,25.459749015793975,6.223120589194775,1.7572330844457376,5.489937400646601,-0.0,-0.0,0.2759106358599934,1.5597303133563558,-0.02441680998201991,-0.0,4.286622838253774,0.734795329206734,-0.0,-0.0,1.364591863989756,2.0138884887346222,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test96.csv,-0.6799593416881714,-0.0,24.95505500257989,25.510136098918846,37.77951489434085,1.764292713716429,70.83372063858857,-0.0,-0.0,3.0561422998089487,6.12960089617331,-0.024405336293453282,34.73321358751618,4.296555503335713,1.4354112605910119,-0.0,-0.0,5.695678548000146,2.019798468980471,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test97.csv,-0.678520343068502,-0.0,25.01060555340404,39.30393199073921,6.269353807623698,1.7713502871836053,5.5319052076269175,-0.0,-0.0,3.063964843776572,1.5742362201501914,-0.024393862733394448,5.119189340642976,4.306484608482137,4.601114827977839,-0.0,-0.0,1.376002582503266,2.0257068605931283,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test98.csv,-0.6770815217368663,-0.0,161.2201342321774,76.8534418764042,78.30230662725113,6.946788328430169,37.63942516059648,-0.0,-0.0,0.2825864100435599,1.5797556028720288,5.754969170169341,5.760623276536036,11.263894069097146,4.612310138401305,-0.0,-0.0,1.3801744380244112,2.031613663999626,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test99.csv,-0.6756428776714223,-0.0,14.346418463210103,14.833006613154945,24.4713300315098,1.7894871134458028,22.969727672951056,-0.0,-0.0,0.2836747812623624,1.5852735637735784,-0.02401003780739915,-0.0,4.330651848775106,0.7501871746287283,-0.0,-0.0,1.3843453590319772,2.0375188796268833,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test0.csv,59.45462047291609,-0.0,-0.3492151897284083,-0.0,-0.0,-0.0,-0.0,5.82909524905335,-0.0,-0.0,0.6122025640488495,-0.0,-0.0,-0.0,0.2573357933433986,2.4726730073564944,-0.0,0.6360826869494106,0.9737879419421203,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test1.csv,46.515376362834616,-0.0,11.64896416515323,-0.0,-0.0,3.0377734789307023,0.7186277794846355,18.658745034073053,-0.0,-0.0,0.7290600956210144,0.962757688373441,1.8894819311777429,-0.0,0.3060990842402794,12.231908731120793,-0.0,6.546345662037013,1.1566999770758781,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test10.csv,80.575981866887,-0.0,36.02390507275705,-0.0,-0.0,-0.24566477112532834,-0.0,14.079974692811398,-0.0,-0.0,0.4961718779265847,0.04824241530587603,-0.0,-0.0,1.3495051126241626,1.9903196103214136,-0.0,0.5151880664975327,0.7852169199132385,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test100.csv,-0.0,-0.0,9.06619322393721,21.15247065190544,15.39365039567075,1.45817142052312,8.906708726695115,5.150186951628846,-0.0,-0.0,4.184989376970979,0.7708622485337813,-0.1300922642956724,-0.0,-0.11546240932261928,-0.0,-0.0,0.26867849165348207,2.027577548322032,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test101.csv,-0.0,-0.0,17.910709825481764,26.179320972073988,15.911308495939686,1.272867656183809,6.80378536308071,12.192529226517093,-0.0,-0.0,3.632096791239582,0.6716463332089855,-0.11188403238035631,-0.0,-0.09957633816592033,-0.0,-0.0,0.23467109105875683,1.7601832480382453,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test102.csv,-0.0,-0.0,40.45300501358526,16.717687564637902,35.75172116089655,6.901435597881023,21.395007569193595,17.06142274222633,-0.0,-0.0,9.862680149021916,9.674298980685691,16.288230816696455,-0.0,-0.06334363051501558,-0.0,-0.0,1.5437397953738428,1.1272130921793817,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test103.csv,-0.0,-0.0,1.6106052706401481,20.256308574705894,2.940161759080224,1.5548056115521138,3.648419580280312,5.390046173041413,-0.0,-0.0,4.374055126509509,0.8200779208705578,-0.12879044685200527,-0.0,-0.11818438701427778,-0.0,-0.0,0.28786274383804705,8.56098617060141,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test104.csv,-0.0,-0.0,-2.1127910426021517,20.282901870313058,2.956846317676097,1.568717518406016,8.19635836350741,5.410693659684035,-0.0,-0.0,4.388907818778421,0.825956178512858,-0.12804097612854987,-0.0,-0.11784612697163736,-0.0,-0.0,0.2905993155034072,2.1268194653510606,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test105.csv,-0.0,-0.0,56.576889124373324,13.154714670465548,24.493734988777025,0.6629868930712891,11.546711668775131,13.43080538134112,-0.0,-0.0,1.8448106434733906,1.7969985713857162,-0.05332489503965658,-0.0,1.9256862318179055,-0.0,-0.0,0.12288340351457228,0.8942297287241712,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test106.csv,-0.0,-0.0,-2.0825745923451455,20.36845232442004,3.003539921883758,1.597522703509762,3.709241695115747,5.467066345584748,-0.0,-0.0,4.421825457280813,0.8413181560959713,-0.12656029123446608,-0.0,-0.11557973286509733,-0.0,-0.0,0.2961501861266819,2.143488936675332,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test107.csv,-0.0,-0.0,5.7372395738772966,12.15841940636803,41.851528054288686,3.680027269945267,4.933820144625449,3.2714520492925203,-0.0,-0.0,2.6449063604183367,0.5050503010063349,-0.07500292300774707,-0.0,0.6482693421674127,0.3572480618586233,-0.0,0.17818012328321617,1.2824865320172518,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test108.csv,-0.0,-0.0,-2.0477499340713017,20.441405612215117,3.0331086628915225,1.6296302011440342,8.303024862284756,5.511458564564094,-0.0,-0.0,4.453678881978738,0.8532857929441094,-0.12507476826714517,-0.0,-0.11406786598699166,-0.0,-0.0,0.3016719058762459,2.159802755730297,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test109.csv,-0.0,-0.0,-2.034289937328341,20.46754074683835,3.0496744774390905,1.6434584650520496,8.324314903636722,5.531921858022517,-0.0,-0.0,4.468429851148998,-0.29426509904462034,-0.1243261875976465,-0.0,-0.11373026332554369,-0.0,-0.0,0.3044018618459635,2.1675672215309167,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test11.csv,80.6364373573155,-0.0,-0.18598257727022494,-0.23375925396438055,-0.0,-0.0,-0.11202334401878081,8.353034689706947,-0.0,-0.0,8.072782559935858,-0.0018620134435497703,3.344605908430671,-0.0,0.21616086160375758,0.5237243209036353,1.6235876960015467,0.5320800921965964,0.8149098275174581,11.753154635823739
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test110.csv,-0.0,-0.0,22.26528982262011,11.99730212437532,42.940799561232694,0.9693473471792047,4.888345868223163,3.271248607111299,-0.0,-0.0,2.6408535427429807,0.5064233533863218,-0.06980767852771458,-0.0,-0.06569039226067933,-0.0,-0.0,0.18229544302421966,1.2781059515651818,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test111.csv,-0.0,-0.0,1.8537757661561287,20.558552916102585,8.491786083510785,13.169357450315147,17.50192765539888,5.616641763967744,-0.0,-0.0,4.532074608793422,0.8719242280842735,-0.11861326969018215,-0.0,-0.11197950321791315,-0.0,-0.0,0.3144535494551618,8.692322841377157,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test112.csv,-0.0,-0.0,-1.967121741615319,20.584398082151836,3.0963276104672834,1.686180416052077,8.40211322152653,5.636945485341474,-0.0,-0.0,4.546725423729489,-0.2880567519835333,-0.11786623680858915,-0.0,-0.11164223405419263,-0.0,-0.0,0.3171773819929508,2.2027411304847737,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test113.csv,-0.0,-0.0,1.4764204588396357,24.614415829391458,30.03107452842277,1.3174577354462558,9.260581443334246,4.3843442632546505,-0.0,-0.0,3.535052079208444,0.6820992713640183,-0.09076752172526889,-0.0,-0.08626138953134904,-0.0,-0.0,0.24792242993736133,1.7131126092670776,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test114.csv,-0.0,-0.0,-1.9359904404820316,20.64083666157871,3.1255484317526356,6.319714445010179,8.447951884257122,5.679391628329072,-0.0,-0.0,4.577282079746176,-0.2852766599648605,-0.11637902016250158,-0.0,-0.11097185659913268,-0.0,-0.0,0.3226556158741722,2.218624682773398,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test115.csv,-0.0,-0.0,-1.9226375272525698,20.666478154990642,3.141996150140687,1.7294152502623035,8.468998914792943,5.699600152687245,-0.0,-0.0,4.591875140008398,0.888466370308204,-0.11563252247322596,-0.0,-0.11063474834991528,-0.0,-0.0,0.325375518964619,2.2263374844732935,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test116.csv,-0.0,-0.0,-1.5996816123216582,26.692056179359476,2.6462461764757643,5.329617414731205,2.6484619744474256,4.792246448311078,-0.0,-0.0,3.8594577369029333,0.7492745935514566,-0.09625600842167929,-0.0,-0.0924115814047123,-0.0,-0.0,0.27488966727315367,1.871766185657902,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test117.csv,-0.0,0.852515199525434,27.132222082177492,50.717570891786806,30.021637872155832,6.77538903575879,28.326533037286897,16.59992086766702,-0.0,-0.0,5.393623459066003,14.661074293725552,-0.058007873959665515,-0.0,0.5633527843410436,-0.0,-0.0,1.5165883304979275,1.1394080309678658,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test118.csv,-0.0,-0.0,19.15791435094422,17.862047108848497,2.7542217891351486,5.5242726200764745,3.3809743064806823,4.970575407752366,-0.0,-0.0,3.998289669423098,0.7865417687308636,-0.09766034256326442,-0.0,-0.09366819315480694,-0.0,-0.0,0.28921217535839344,1.9381214264873103,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test119.csv,-0.0,-0.0,10.115770164169163,20.77554213435949,3.215373215630425,1.7972033594533294,3.942414142809913,15.200702695184336,-0.0,-0.0,4.658507850317691,0.9193057017329209,-0.11266999690294062,-0.0,-0.10844162127572682,-0.0,-0.0,0.3385952255956822,2.2586808281012516,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test12.csv,27.73465030476084,-0.0,2.2438909887502354,-0.0,-0.0,-0.32706114583150614,-0.0,13.935394829712356,-0.0,-0.0,0.9476122425676928,0.017484293966261832,-0.0,-0.0,2.2584567654972716,61.13109795760288,-0.0,0.9005346943331496,1.3850644071513964,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test120.csv,-0.0,-0.0,-1.821194676833981,20.80085019838335,3.2317061786254677,6.469589004289226,8.581733262454058,5.84342238459199,-0.0,-0.0,4.687117086864627,0.9294118092096619,-0.11192438767340468,-0.0,-0.10622987026075102,-0.0,-0.0,0.3456668656851446,2.2756816906381587,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test121.csv,-0.0,-0.0,9.91327571741369,20.1752801306005,22.293035408763515,6.2883462956089495,3.1401614977713432,5.680151370615937,-0.0,-0.0,4.5546457706143855,0.9059861380150774,-0.10770461463944145,-0.0,-0.1025843467980449,-0.0,-0.0,0.3374890025252661,2.211989866565229,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test122.csv,-0.0,-0.0,25.374227082269858,15.391418425527736,28.873392903657933,9.963753310869661,7.191049502026835,4.342649342484743,-0.0,-0.0,3.4809987146495125,0.6945683001542187,-0.08151120604754716,-0.0,-0.07791167295565347,0.4483141714688688,-0.0,0.25913678044740035,5.041970140634735,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test123.csv,-0.0,-0.0,-1.486903788476249,26.891524582654363,7.3400346059818595,1.5645898610016087,7.245013081982027,4.948124411678748,-0.0,-0.0,3.9648040012535817,0.7934294756700159,-0.09190778770381582,-0.0,-0.08816225872127488,-0.0,-0.0,0.2964595979360989,1.9283390042063204,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test124.csv,-0.0,-0.0,-1.7617690022901036,20.916545561410167,3.2933629411971337,6.558560134165034,4.0253264756274865,5.927143831200257,-0.0,-0.0,4.747560950712112,0.9528938787156156,-0.10895575592730171,-0.0,-0.10489245599234866,-0.0,-0.0,0.35657132803905994,2.309533671816497,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test125.csv,-0.0,-0.0,-1.7485830211317286,20.94150460705024,3.3095962686437037,1.8963402381283696,8.690416673487507,5.9469764938645175,-0.0,-0.0,4.761936471694912,0.9586766921212012,-0.10821103640735745,-0.0,-0.10455631858321537,-0.0,-0.0,0.35927498278449016,2.317166626911516,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test126.csv,-0.0,-0.0,19.51685834150161,18.054401612752937,2.8638909604094778,1.6446105871139933,3.492968708083938,5.138059753559942,-0.0,-0.0,4.112919512373485,0.8305032179522025,-0.09254059315570151,-0.0,-0.08974520223453131,-0.0,-0.0,0.3117027113927562,2.0019049781727034,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test127.csv,-0.0,-0.0,0.6095184249490253,14.15112627022618,36.47626978230645,9.190198125883725,32.61469383547295,4.035262479576956,-0.0,-0.0,3.229040824136999,0.6539154257929004,-0.07192384659260954,-0.0,-0.07001047841662475,-0.0,-0.0,0.24577776680089802,1.5720342793684838,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test128.csv,-0.0,-0.0,-1.7029533121684457,21.040150566233336,3.354757869395719,1.9424727768288041,8.749442570680262,6.010511652295289,-0.0,-0.0,4.807795434571688,0.9763237810685989,-0.10598985895379096,-0.0,-0.10355594937222302,-0.0,-0.0,0.3674592264154491,2.3409767383192945,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test129.csv,-0.0,-0.0,-1.6898236858712539,21.064803658891176,3.3709127619292287,1.955951328499548,8.769984067487648,6.030217838705891,-0.0,-0.0,4.8220940031637385,0.982089757271919,-0.10524584988505406,-0.0,-0.10322002539436093,-0.0,-0.0,0.3701576649847167,2.3485820765401897,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test13.csv,20.189343892237495,-0.0,21.636713913624337,-0.0,-0.0,1.1519218718255813,-0.13518726577311663,28.949409724042486,-0.0,-0.0,1.2159566525163006,0.04557734953166656,-0.0,-0.0,0.44975602218575295,-0.03200222653255257,-0.0,4.146209073220138,5.248354121525739,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test130.csv,-0.0,-0.0,-1.6562371865685577,21.089395729042437,3.3870470158264765,1.983777085062583,8.802455264163152,6.072727186862054,-0.0,-0.0,4.85015142806865,0.9921305586164385,-0.10450201903631111,-0.0,-0.10183812440374956,-0.0,-0.0,0.3790128070775601,2.3682589930062767,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test131.csv,-0.0,-0.0,-1.6431523218097894,21.113926927732926,3.4031606574542934,1.9972094645586806,8.822907870315547,6.092338986881986,-0.0,-0.0,4.8643958848836375,0.99788517574934,-0.10375836636487161,-0.0,-0.10150247475117788,-0.0,-0.0,0.38170571055548513,2.37584036885081,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test132.csv,-0.0,-0.0,-1.6300799944493833,21.138397405634578,3.4192537131458236,2.010626828619378,8.843326181935106,6.111921034091282,-0.0,-0.0,4.8786221437339945,1.0036356574978431,-0.10301489182805479,-0.0,-0.10116687869963664,-0.0,-0.0,0.38439732391676495,2.383415085869545,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test133.csv,-0.0,-0.0,1.6620425374380579,21.848345012667735,36.65594453032611,1.3640196742374313,23.394074186579296,4.1320798822272655,-0.0,-0.0,3.2973421100852778,0.6802357002575068,-0.06892216210606292,-0.0,-0.06795155268385977,-0.0,-0.0,0.2608634148079027,1.6113147314617746,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test134.csv,-0.0,-0.0,-1.599449489060999,21.20031140954967,3.4472636802573255,2.0381543716535524,8.886524408720573,6.154029304818683,-0.0,-0.0,4.9090584717393355,1.0153607579274346,-0.10153646551363424,-0.0,-0.10050109804946362,-0.0,-0.0,0.38983715428786464,2.3992293602235337,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test135.csv,-0.0,-0.0,5.987105149160472,33.22456806447653,2.4967979572103753,25.223750144718373,6.421207384425129,9.344524193253937,-0.0,-0.0,3.54930367053394,7.578127239201644,-0.07266509812895544,-0.0,0.8274292540236281,-0.0,-0.0,0.28298304728157314,5.053646770854407,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test136.csv,-0.0,-0.0,39.015414261358494,44.81911056828839,0.07435682774355286,56.459431214619514,6.143439074125002,1.921153230125886,-0.0,-0.0,6.545175929250966,3.641074830271723,4.791857408039242,-0.0,7.384903977225006,-0.0,-0.0,0.965063544509495,2.1780950422816394,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test137.csv,-0.0,-0.0,-1.5365971127481193,21.316044107464734,3.493231845744121,13.949887147586551,10.10640848179223,13.027102551071772,-0.0,-0.0,4.9678211187255705,10.564885272752477,-0.09545637668683689,-0.0,-0.09556846185227408,-0.0,-0.0,0.40055040065671843,2.430294460598258,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test138.csv,-0.0,-0.0,15.702232607398116,14.381313981627038,36.79909404804571,4.635819463001123,20.749132096470632,4.2061221285645205,-0.0,-0.0,3.3573776664345374,3.137482341385225,-0.06382960032801792,-0.0,-0.06417930904617823,-0.0,-0.0,0.2717439687591909,1.6428796053307146,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test139.csv,-0.0,-0.0,-1.5041783668151743,21.38114965674916,3.5209644220535554,2.1227680260146116,9.013445445102224,6.2637861160013015,-0.0,-0.0,4.998066792586752,4.6698267005096,-0.09398098081243217,-0.0,-0.0949041776346282,-0.0,-0.0,0.4059772797515368,2.4460398362988953,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test14.csv,37.8330699524781,-0.0,24.888489344364185,-0.0,-0.0,-0.2563113221526111,-0.07505445012092628,22.525133020358897,-0.0,-0.0,3.8953024427894114,1.2922345000534843,-0.0,-0.0,0.3990192672791101,6.797634766421214,-0.0,0.9857090112270931,1.531849966824776,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test140.csv,-0.0,-0.0,8.696840068988202,39.40495869225225,12.766994246727169,4.386847008338837,5.722604796098487,30.099641920451784,-0.0,-0.0,7.070698882529899,2.9703212103037884,-0.05898847548759662,-0.0,0.7429403615123513,-0.0,-0.0,0.2612704250284085,1.5580645646581635,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test141.csv,-0.0,-1.4318647015912513,1.069374966269702,26.706900668328124,28.89541322448921,11.485446350181181,26.896319866319615,10.74442337846611,-0.0,-0.0,4.120138315559535,15.441744590270625,1.1946536812156068,-0.0,-0.07534354035945787,-0.0,-0.0,0.3391441969327908,2.0158485807557165,-0.0
