,history,physics,university,computer,research,rochester,ub,engineering,science,award,professor,faculty,buffalo,disability,war,ieee,arts,var,quantum,matter
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test90.csv,-0.0,7.907243779673561,19.47344998993202,-0.0,1.3276855498986526,17.12468410401853,-0.0,-0.0,9.004363482249767,-0.5943839633074526,1.2458737127559105,-2.195379193436374,-0.0,-0.0,-0.0,-0.0,-0.8636537062345196,-0.0,-0.0,2.8821699255617714
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test91.csv,-0.0,-7.890028144211303,-0.38676640678834673,-0.0,-5.8388813426243855,16.093865232745497,-0.0,-1.523897354375662,-2.882828116114107,-0.0,3.816163535393139,-1.1839382199283806,-0.0,-0.0,-0.0,-0.0,-1.3611145809002037,-0.0,18.049831150470347,4.602556292966649
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test92.csv,-0.0,43.211369026887965,13.007711812591268,-0.0,-2.198957621039858,24.181757972707725,-0.0,-0.0,2.4031182537151228,-0.0,4.682813847785181,-1.4393479720220244,-0.0,-0.0,-0.0,-0.0,0.37072378840531395,-0.0,-0.0,4.71964925908422
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test93.csv,-0.0,-13.551667540333233,-10.430805961561026,-0.0,-0.0,20.406933333040854,-0.0,-0.0,-0.0,-0.0,-0.22788740393442775,-1.486799609922723,-0.0,-0.0,-0.0,-0.0,-1.6789213875044915,-0.0,-0.0,5.867013414230185
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test94.csv,-0.0,-3.7214725745766524,7.041613595461683,-0.0,-4.391556724913004,13.456290233836018,-0.0,-0.0,-0.0,-0.0,2.6601958479813104,-2.8663195909051606,-0.0,-0.0,-0.0,-0.0,-1.0961406577248856,-0.0,-0.0,3.879652438518162
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test95.csv,-0.0,37.665060407811126,14.337779405610112,-0.0,-2.3648814221244194,13.119684947757165,-0.0,-0.0,-0.0,0.45048661678546187,15.012498640047086,-1.5406148317056478,-0.0,-0.0,-0.0,-0.0,-0.5864985710025777,-0.0,0.08823096539309606,19.88958609846447
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test96.csv,-0.0,-0.16658588997546775,7.339672733109168,5.58501056637671,-4.807403110346003,22.86876737843187,-0.0,14.99706937439259,4.8770089660948015,-0.0,5.989866742116635,-0.9739981367146808,-0.0,-0.0,-0.0,-0.0,-1.0786484336645963,-0.0,2.7268991933645594,9.581573058719757
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test97.csv,-0.0,10.886166530038698,21.475949361720062,-1.1151610240978647,8.141784880710144,11.007618991998871,-0.0,-0.9283770471981542,0.08970814585524875,33.40940727654147,26.074639188741116,-2.1198962167142175,-0.0,-0.0,-0.0,2.7089105145517833,-0.7974063196038562,-0.0,-0.0,2.9482243105883095
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test98.csv,-0.0,19.950061394885367,41.61167426308962,-0.8147182933981544,-1.6594527521851066,12.553209722255595,-0.0,-0.6778139566454272,-1.2768366839337724,0.478515317451558,29.35906738898059,-1.5491881801949912,-0.0,-0.0,-0.0,-0.0,-0.5800047608605641,-0.0,-0.0,8.965780075711237
C:/Users/huang/Dropbox/AlexXuRichard/School tests/UR p&h&cs\test99.csv,-0.0,-0.0,-6.9845151316957255,11.30251396347772,-0.0,11.49379226296734,-0.0,-1.7437360418662078,-3.4465322276460024,-0.0,-0.16256155328510405,-1.4716438694620366,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test0.csv,253.14282543730147,-0.0,96.08592560170295,-0.0,1.8216493091795625,-0.0,-0.0,-0.0,3.897406939121241,1.3477789431383187,-0.017223160740494254,-0.40812333685175434,0.7302667470640596,274.7187096218451,2.8791493370660035,-0.0,9.830938816426508,3.3077784477560517,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test1.csv,325.25965610354723,-0.0,63.32235259873003,-0.0,4.474313096736434,-0.0,-0.0,-0.0,0.8127252043374767,0.968787029016108,-0.013708511345841008,-0.32312172398377154,2.5770442888661256,19.610377535768446,-0.0,-0.0,7.865851872073771,2.6517954306147185,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test10.csv,223.3760137711442,-0.0,54.989982878075416,-0.0,18.451310357286367,-0.0,-0.0,-0.0,0.7187490552447974,1.5285644205076867,-0.019240908465816792,-0.45112648157703933,3.648059019752185,1.6419965136458916,0.7246312370982217,-0.0,11.099903683536755,3.74914235982368,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test100.csv,-0.8714438737297129,-0.0,19.75402352781709,12.521855469909443,-0.7533815808208127,-0.0,-0.6613296206056387,13.914815353988997,9.92422682260503,19.845412559689898,-0.021921187565497914,0.1362874540071151,1.5259572454653703,-0.0,-0.0,-0.0,-0.0,4.301603886465133,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test101.csv,-0.8690516213141007,-0.0,10.223131341715014,22.721377430232533,2.4776124309738297,-0.0,-0.6593765311116924,24.560597974002352,19.261139129105217,10.537463118849196,-0.02190246660285909,0.14592098192691025,1.5438217437551665,-0.0,-0.0,-0.0,-0.0,4.327762785919974,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test102.csv,-0.866659850968882,-0.0,10.290569987023362,51.92701830551722,2.511081664546606,-0.0,0.43975634807276576,24.64434669739997,46.745595627517176,32.29473062146064,-0.0218837459831767,3.6166521020471163,1.561675769515876,-0.0,-0.0,-0.0,-0.0,4.353902516781959,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test11.csv,318.63605887873473,-0.0,41.02863753067552,-0.0,-0.10543662623714999,-0.0,-0.0,-0.0,11.255730092111605,1.1640154867207326,-0.01392556392254819,0.5362755698967028,2.904831227854316,4.262705031787541,-0.0,-0.0,8.095257331867714,2.789582431050479,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test12.csv,220.75089264845647,-0.0,23.18197232193386,-0.0,38.75007395822,-0.0,-0.0,-0.0,-0.34924136098120306,0.028082262676128265,-0.019389822165971748,3.2531895722143025,0.9404539937039507,1.6835052413675742,-0.0,-0.0,11.331978850090852,3.9116910928843067,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test13.csv,163.86526150413073,-0.0,31.015361422023073,-0.0,7.781401966421501,-0.0,-0.759608356586306,-0.0,-0.4497975819858122,5.825645521567021,-0.025124680390764056,4.251613897761375,1.2368098180026281,2.1936340721845156,0.9555937342566052,-0.0,23.597038581018676,5.10341324312475,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test14.csv,139.97916732800064,-0.0,22.10256471173317,-0.0,-0.27441184719510936,-0.0,-0.0,-0.0,-0.5104540909271091,0.05332447454557648,-0.028689216265934157,-0.6144995009044926,1.4328995884961102,2.5185427187106764,-0.0,-0.0,31.237356765122104,5.866110784466531,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test15.csv,140.0926119946889,-0.0,47.84627331223763,-0.0,9.000850887284976,-0.0,-0.0,-0.0,1.0685214333740494,0.05622628269045782,-0.028664426184570508,0.9825902858244562,5.736543805763773,2.5298949820003824,4.872939239800049,-0.0,17.007921553050025,5.899014090053126,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test16.csv,261.20559737122863,-0.0,64.20147051076512,-0.0,2.0893380522319296,-0.0,-0.5017585725698945,-0.0,8.513196435760568,0.03437159179935894,-0.01664864694015036,-0.3500000906341396,0.8593038603841394,76.57743350344882,-0.0,-0.0,18.259179066981936,3.4482934048336773,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test17.csv,171.3181253170941,-0.0,5.13133900078053,-0.0,2.7858881055310896,-0.0,-0.0,-0.0,-0.40922544142676553,0.052370541979204766,-0.02415750240843515,0.851148181500651,1.2645366031340899,2.1801935511143276,-0.0,-0.0,14.48507083449966,5.037568335219601,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test18.csv,322.43019768423136,-0.0,32.89525485055064,-0.0,1.6039787722687313,-0.0,-0.0,-0.0,-0.23095138712727237,3.2305096311937973,-0.013723418836083339,-0.2830603978590868,0.7282833556085485,1.2451348660063264,-0.0,-0.0,8.267386726178044,2.8803943741774463,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test19.csv,294.5418163170887,-0.0,47.47116787627406,-0.0,1.765835916405868,-0.0,-0.447783433069389,-0.0,0.697089345422824,1.175199444948614,-0.01490401381749401,-0.3055032012692168,0.8019208876083986,1.3596986328404048,-0.0,-0.0,9.02531671077176,3.149531997292644,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test2.csv,50.54009006685703,-0.0,108.33974233352106,0.004986044420576912,36.44485650333188,-0.0,26.87738016526122,0.16069427391188354,1.6594013589802437,0.09900205012277292,5.300368570926962,59.336975936093154,7.713890305564027,3.2104967048604696,-0.0,-0.0,35.85992963772693,7.446109417913692,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test20.csv,215.84512843699179,-0.0,16.940173091479558,-0.0,2.6426894370150777,-0.0,-0.0,-0.0,10.252473810086467,9.439051167897778,-0.019320926001194217,-0.3929174914662967,1.0937841313947516,6.277135915063082,-0.0,-0.0,19.692824688309326,4.219707306043966,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test21.csv,37.86819755829613,-0.0,70.77382707386634,-0.0,0.19217433566093295,-0.0,-0.0,-0.0,-0.632881419885042,3.2465376565157973,-0.03941897657917452,-0.7964206725380031,2.2610586741956897,3.738773940921825,1.5617884958586872,-0.0,24.72033664519827,8.66540550212034,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test22.csv,125.13373845320518,-0.0,1.5790856457977112,-0.0,-0.022327903684256967,-0.0,-0.0,-0.0,2.324027208232845,0.11156243006830946,-0.03083322394031263,-0.6187363988697674,1.7908248164575502,10.094111507934844,-0.0,-0.0,31.66356923921268,6.817484756651884,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test23.csv,183.24250874286832,-0.0,39.367920840426336,-0.0,3.1429556799854703,2.9088292774039424,-0.0,-0.0,-0.34930744793023344,1.8554372245190713,-0.02229750773840674,-0.4444340810869719,1.3114284362715443,2.1408834794715923,-0.0,-0.0,14.09912898899649,4.960149379477005,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test24.csv,150.35083866698628,-0.0,64.97211061785819,-0.0,4.461190042847317,-0.0,-0.0,-0.0,-0.4110429249243132,0.10436796080157716,-0.026431286829145657,-0.523296922228942,1.574298624505435,2.5510049580311454,19.472743880814885,-0.0,16.790774558427874,5.916982143651345,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test25.csv,153.45873000841547,-0.0,62.84854168038658,-0.0,4.429814501603032,-0.0,-0.0,-0.0,-0.4008424003523833,0.10532422021402027,-0.02596767875835785,-0.5106211264718429,1.565949323091374,2.519066861136503,-0.0,-0.0,16.569240360917735,5.849029758266917,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test26.csv,-0.0,55.276116771505684,7.767024263103862,-0.0,28.676097059366676,-0.0,30.882828669552545,1.1021507675580458,0.29391820694807913,0.1353881000925745,-0.0094726743635006,22.584602399231027,9.587483984371897,-0.0,-0.0,-0.0,3.516282035564452,2.146766486784345,-0.0,0.11755212400775604
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test27.csv,-0.0,89.1049587688937,7.810802659698626,-0.0,45.21768402285267,-0.0,38.45106374834451,-0.0,0.2985904685130925,8.636229024273907,-0.009464384436717018,17.040571073176217,9.632515960501143,-0.0,-0.0,-0.0,6.317719462660709,2.1592007226905015,0.22807673044071075,2.7839781712225666
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test28.csv,-0.0,45.99826070465754,0.5885071115953289,-0.0,22.926105549631867,-0.0,31.124812316161062,-0.0,0.30326180921618023,-0.0,1.5932708043899617,17.111736307513915,9.677518721742493,-0.0,-0.0,-0.0,3.5541712040001503,2.171630874131258,28.246582610368538,0.12189702687257989
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test29.csv,-0.0,66.48965005139405,5.0666855028621605,-0.0,16.944246211232556,-0.0,31.24194222003803,-0.0,0.30793222923883595,-0.0,-0.009214602521646542,17.18284193115693,9.72249228704936,-0.0,-0.0,-0.0,3.570940007355728,2.1840569424483016,1.3801668137264733,0.12287968393135744
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test3.csv,253.56618454279436,-0.0,92.91969113248761,-0.0,2.482832228992273,-0.0,-0.0,-0.0,4.151928080404247,8.342230965382015,-0.0162096898360454,-0.26028822990945644,1.1344955762957858,5.534612705535516,-0.0,-0.0,10.849865894479073,3.8673718285305703,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test30.csv,-0.0,116.4074622681382,8.227784078846986,-0.0,12.191645315894286,-0.0,39.41196855597822,-0.0,0.32045543552414657,-0.0,1.6012726829827877,23.36380294074991,14.160630134941272,-0.0,-0.0,-0.0,3.60667283473346,2.208347971093553,-0.0,1.0838403741468032
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test31.csv,-0.0,77.704469674393,2.4631129170113466,-0.0,37.62305096191829,-0.0,31.483568453989147,-0.0,4.017529607170066,0.1491713992914274,-0.008956543118263348,17.343428537348192,9.836662394695148,-0.0,-0.0,-0.0,3.623421374014302,2.2207619783790005,0.24349938800151338,6.420846265240509
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test32.csv,-0.0,55.82051220084223,8.04029164375893,-0.0,23.34327947846231,-0.0,31.60029768090079,-0.0,1.7309446353980222,-0.0,0.5918259264503161,17.414340086807343,9.88153271415396,-0.0,-0.0,-0.0,3.6401634488549566,2.233171907843855,-0.0,1.0073543178747741
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test33.csv,-0.0,46.924659762455356,4.82505109192321,-0.0,23.003188536631512,1.2448245263582887,42.70974643538675,2.4406682576803185,1.621112556911331,5.373846385872706,-0.00878887486706505,17.48519223806787,9.926373923601053,-0.0,-0.0,-0.0,3.6568990617505053,2.245577760827622,-0.0,1.1055096298407794
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test34.csv,-0.0,78.3855495430771,12.826353552460294,-0.0,12.483908439996517,-0.0,31.84342481297809,0.9299385700629828,0.34948894092658167,-0.0,1.6142114290805047,23.69758527509103,9.971186041921799,-0.0,-0.0,-0.0,3.6736282151950665,2.2579795386693653,-0.0,0.1352788205650274
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test35.csv,-0.0,89.38589608633302,8.171379828842515,-0.0,30.181781147515252,-0.0,31.959752134141873,-0.0,0.3541502499855346,-0.0,-0.008539270466626635,17.634138676001847,10.015969087989319,-0.0,-0.0,-0.0,3.6903509116817985,2.2703772427077094,3.968816457759889,6.475272439346185
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test36.csv,-0.0,133.28047307905976,8.748763444775756,-0.0,17.936880677211093,-0.0,49.25294651670382,-0.0,0.3588106403412051,-0.0,3.806357504026642,23.868292490254916,10.060723080664495,-0.0,-0.0,-0.0,3.707067153702895,2.2827708742808404,-0.0,0.1410050110056165
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test37.csv,-0.0,57.50822514173761,8.5248037842654,-0.025380388033964127,38.33803389392788,-0.0,32.206338537994064,-0.0,0.36347011217466124,-0.0,-0.008184488279024989,17.782817359933503,10.105448038795968,-0.0,-0.0,-0.0,3.7237769437495896,2.2951604347265024,54.14514821030905,3.0241493352588042
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test38.csv,-0.0,156.70129013775713,5.004526745755052,-0.0,37.916846266724534,-0.0,32.322260538789266,-0.0,0.3681286656669363,-0.0,-0.008176208931000588,17.853360860679057,10.15014398122015,-0.0,-0.0,-0.0,3.7404802843121514,2.307545925382003,-0.0,5.8518637082959275
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test39.csv,-0.0,108.38123264522585,5.034531548335447,-0.0,23.587701461092664,-0.0,32.43805307204205,-0.0,1.6693524816527863,-0.0,-0.008167929650967323,17.92384527151752,10.194810926761237,-0.0,-0.0,-0.0,3.7571771778798917,2.3199273475842084,-0.0,0.1499464896943013
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test4.csv,271.6732040385725,-0.0,81.53743863941564,-0.0,11.506877881499722,-0.0,-0.18758019688195898,-0.0,81.34220567203559,0.09279883079733912,-0.01349901901473101,-0.08845635793444905,1.352620883562296,5.220062163327845,6.434195497912846,-0.0,10.587677024483757,3.8584772430069996,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test40.csv,-0.0,91.51674169720916,2.5823830973746644,-0.0,23.741339441226593,-0.0,32.56956168812452,-0.0,0.39623788310241337,-0.0,-0.008151327447251612,18.00523402853532,10.257385372951088,-0.0,-0.0,-0.0,3.7929393203644644,2.3441766665220207,1.5369626971859467,3.548939717508376
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test41.csv,-0.0,67.64830579129082,5.133268322633409,-0.0,23.83619814540947,-0.0,32.685078022969556,-0.0,0.4008899783533805,-0.0,-0.00814304837154847,18.075591224658282,10.301982744702466,-0.0,-0.0,-0.0,3.8096159662977565,2.3565460560592593,37.333522171151806,1.1564476110190618
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test42.csv,-0.0,48.60868548647581,5.1632065188843566,-0.0,18.128875656097918,-0.0,32.800465343340385,-0.0,0.4055411567170265,-0.0,-0.008134769363834223,18.145889486929963,10.34655118351933,-0.0,-0.0,-0.0,3.8262861755395625,2.3689113824321857,9.898935609686637,1.066359383308989
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test43.csv,-0.0,118.11136426973493,8.533770519165893,-0.0,24.017556524200966,-0.0,32.91572379332688,-0.0,6.988931097051523,0.1578383115067869,-0.008126490424108311,18.21612886471559,10.391090708172177,-0.0,-0.0,-0.0,3.842949950574256,2.38127264697549,11.406563399830029,3.087516590549075
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test44.csv,-0.0,118.40124848475286,5.228551226956089,-0.0,31.233665978075795,-0.0,33.030853516857995,-0.0,1.7473043748439512,0.159429743486806,-0.008118211552370183,18.286309407339033,10.435601337419326,-0.0,-0.0,-0.0,3.85960729388525,2.3936298510234244,3.769520720237507,1.1749572035065439
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test45.csv,-0.0,91.89217125808949,8.613594953764842,-0.0,47.729930465419045,-0.0,33.14585465770194,-0.0,1.758617433238445,1.1171738308418757,-0.008109932748619271,18.356431164082846,14.978286635523332,-0.0,-0.0,-0.0,3.876258207954999,2.4059829959098016,-0.0,1.1802577357573167
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test46.csv,-0.0,93.88488095919519,2.725935470621988,-0.0,31.477606772518875,-0.0,41.52351042269348,-0.0,0.43630702496575213,-0.0,16.23639225272403,18.42649418418832,10.53070035812325,-0.0,-0.0,-0.0,6.78474225345062,2.4183320829679977,34.926425527787025,1.1855571362621191
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test47.csv,-0.0,91.53046039165308,12.84956789572892,-0.0,87.7176618205514,-0.0,44.020428005060474,-0.0,0.44095122293900374,5.427237908667622,0.313771394291076,18.496498516855482,10.575120414390408,-0.0,-0.0,-0.0,3.9138281792807983,2.43067711353095,19.250013370131946,1.1908554052625968
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test48.csv,-0.0,106.13168463717369,2.776003223494583,0.004960365541073846,31.2299188955388,-0.0,49.71983387385276,-0.0,6.848102943087237,2.895173699321757,-0.007358867665095824,18.566444211243148,10.619511652758028,-0.0,-0.0,0.30350924762860004,3.930458165694425,2.443018088931159,-0.0,1.1961525430003437
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test49.csv,-0.0,49.91741018913241,12.942513449499117,-0.0,58.8976823051513,-0.0,41.93859423068107,-0.0,5.105027666677002,0.1744219320000608,-0.007350595097180105,18.63633131646897,10.663874091921967,-0.0,-0.0,-0.0,3.9470817334257604,2.4553550105006847,1.4303315612190612,1.2014485497169018
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test5.csv,120.77979025703983,-0.0,108.51253269186195,-0.0,-0.23896593947469086,-0.0,-0.0,-0.0,-0.1953563385865689,0.2393149335659506,-0.02462425197564299,0.12496856617546286,28.4119001027349,3.142675826553718,-0.0,-0.0,35.49830167478773,8.275987242371283,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test50.csv,-0.0,50.085053061966235,2.837476633264742,-0.0,25.248072359283025,-0.0,33.75638296015622,-0.0,1.950495115253638,-0.0,-0.007333908243601888,18.716944495402956,10.735837152409458,-0.0,-0.0,-0.0,3.9789453707434626,2.478108755726437,-0.0,0.17585969709161725
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test51.csv,-0.0,122.31823932995465,8.861307158867008,-0.0,31.5995116654007,-0.0,33.87057379309197,-0.0,0.47738369623211224,0.17724861227600558,-0.00732563588065633,18.786705535892633,10.780124124389317,-0.0,-0.0,-0.0,3.995550223849498,2.490434150522989,0.3739844312164351,0.17683747951380308
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test52.csv,-0.0,120.61674105713996,9.17825008817494,-0.0,19.065482888121203,-0.0,33.984637091940954,-0.0,0.48201979835240716,-0.0,0.6244438033378191,25.189247067425576,25.049302877874066,-0.0,-0.0,-0.0,4.012148667973954,2.5027554966068606,-0.0,1.2113654610596323
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test53.csv,-0.0,205.38287561649594,23.966522256220376,-0.0,39.333909968829786,-0.0,34.09857299913968,0.02619958479228736,4.007765993914995,1.1528074711530596,1.4394696058607146,18.93331230461804,10.884036182817198,-0.0,0.3340919467794348,-0.0,4.028740705590507,2.515072795307994,-0.0,0.18005441759966662
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test54.csv,-0.0,109.544661916301,24.05939316843683,-0.0,31.927439881429187,-0.0,34.212381656965576,-0.0,0.4961138366783269,1.1589807093691187,-0.00693191806420839,19.002892107238768,10.928227009381464,-0.0,-0.0,-0.0,4.045326339171878,2.527386047955896,0.3757860936281074,1.2189684460326953
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test55.csv,-0.0,71.39718168959445,9.068039127925973,-0.0,25.284617344673773,-0.0,34.32606320753717,-0.0,0.5007462472516138,-0.0,-0.006923649002460814,19.07241362718245,10.972389166760962,-0.0,-0.0,-0.0,4.061905571189838,2.539695255879636,21.811469736722923,1.2242595811995507
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test56.csv,-0.0,162.4424875721707,5.665403677024466,-0.0,58.58514337419213,0.22792238017441402,42.24450745404207,-0.0,0.5053777448172573,5.724858822984273,-0.006915380008619895,19.141876913268852,11.016522673555075,-0.0,-0.0,-0.0,4.078478404115198,2.5520004204078472,0.3878348668380239,6.055968558869897
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test57.csv,-0.0,60.80870710858803,5.695066565301211,-0.0,25.953533056203362,0.2295057545958901,34.559964566563735,-0.0,0.5100083295552029,-0.0,-0.006907111082685078,19.21128201427686,11.06062754835112,-0.0,-0.0,-0.0,4.09504484041782,2.5643015428687264,-0.0,0.1900200764097222
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test58.csv,-0.0,99.49478935162506,5.724714107050775,-0.0,48.975834283088595,-0.0,34.67325791899533,-0.0,0.5146380016453613,2.958111854879417,-0.006898842224655802,19.28062897894451,11.104703809724354,-0.0,-0.0,-0.0,4.111604882566611,2.576598624590033,0.3896348231248034,3.0474741934718828
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test59.csv,-0.0,140.07883935125804,3.248483098192089,-0.0,20.095815440068392,-0.0,34.78642473969169,-0.0,0.5192667612676073,-0.0,1.6728019598378394,25.755331739453272,11.14875147623799,-0.0,-0.0,-0.0,4.128158533029524,2.5888916668990922,-0.0,0.19433463047457597
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test6.csv,137.88594495235546,-0.0,81.72204325040974,-0.0,2.642331271661566,-0.0,-0.0,-0.0,-0.09060962792476332,2.7257108234736793,-0.019989750658047176,0.3879401803524352,3.5098055563783754,2.8281854212088526,-0.0,-0.0,20.661701789648667,7.819402871119121,-0.0,-0.0
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test60.csv,-0.0,83.60186405273234,5.80092436935702,-0.0,69.34181262475806,-0.0,42.75169206119901,-0.0,4.279843341805941,2.979260399668482,-0.006641358204379675,19.436912183552565,11.209307552762148,-0.0,-0.0,-0.0,4.159889212459225,2.611751528594235,0.336941354587091,1.252718627417032
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test61.csv,-0.0,83.00462539072407,5.830517144030223,-0.0,49.4442619517454,-0.0,35.01924549434657,-0.0,0.5358798792398374,2.992719031553035,-0.006633091528749151,19.506070151847787,11.253287356683703,-0.0,-0.0,-0.0,4.176424226600641,2.624033023686303,-0.0,3.071291185218238
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test62.csv,-0.0,84.05384209141597,5.860094608450537,0.006807485089380777,26.046056423587743,-0.0,35.132025898652756,0.02780615126388492,0.5405044522736323,0.20692582796648196,-0.0066248249210056915,19.57517019081036,11.297238628323273,-0.0,-0.0,-0.0,4.192952858716249,2.636310484486104,-0.0,0.20088215173272272
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test63.csv,-0.0,86.78082809330984,19.15501733844696,0.008654377105736619,69.86239823913243,-0.0,35.24468034411007,0.9432789024501894,7.613495173134113,-0.0,-0.0066165583811487365,19.644212348964086,11.341161386191423,-0.0,-0.0,-0.0,4.209475111269323,2.648583912318844,6.349830657015596,1.2681931887569768
C:/Users/huang/Dropbox/AlexXuRichard\School tests/UB p&h&cs\test64.csv,-0.7470209566183544,0.04824646723315875,39.434077160741374,52.21579383244106,38.08286490301771,-0.0,0.09818472947101853,24.97780921155875,50.39610776274716,49.524884454248934,-0.014741574258934947,1.6943455370183598,3.4821374600641013,-0.0,-0.0,1.2008128025553941,-0.0,5.935749688213039,-0.0,-0.0
